shock_condition,replication,seed,episode,peer_share,ai_share,hybrid_share,human_interaction_rate,ai_use_rate,mean_quality,success_rate,mean_knowledge,knowledge_gini,knowledge_rank_corr_with_initial,performance_gini,mean_ai_trust,mean_peer_trust,mean_tie_strength,network_density,mean_weighted_degree,recent_active_tie_fraction,mean_unique_peer_partners,ai_reliability,mean_ai_availability_probability,mean_ai_source_quality,mean_peer_source_quality,mean_peer_marginal
Stable reliability,0,20260821,11,0.28888888888888886,0.40555555555555556,0.3055555555555556,0.5944444444444444,0.7111111111111111,0.5270960013979995,0.3111111111111111,0.5310457776711639,0.14503952038743906,0.9998331353968002,0.13532773361294947,0.5812870541485026,0.5033656358718872,0.5439993739128113,0.055865921787709494,5.439993611971537,0.7422222222222222,7.488888888888889,0.86,0.9317812537651569,0.6407871925574196,0.5370700317365653,0.004669358244907735
Stable reliability,0,20260821,12,0.2777777777777778,0.42777777777777776,0.29444444444444445,0.5722222222222222,0.7222222222222222,0.5294733724504084,0.3333333333333333,0.53231886753359,0.1442092823999408,0.9998003443780309,0.1279809134625316,0.5868059243700839,0.5035550594329834,0.5430520176887512,0.055865921787709494,5.430520477559831,0.7733333333333333,7.8,0.86,0.9317812537651569,0.6433213331888388,0.5320817616229014,0.0008779414952684853
Stable reliability,0,20260821,13,0.3388888888888889,0.37222222222222223,0.28888888888888886,0.6277777777777778,0.6611111111111111,0.5244951965411049,0.2388888888888889,0.53350179850392,0.14342069540934488,0.9997823149421997,0.12265340177046813,0.5908502213926483,0.5038468241691589,0.5421368479728699,0.055865921787709494,5.421368955241309,0.8066666666666666,8.133333333333333,0.86,0.9317812537651569,0.6373599280185778,0.5423782496509078,0.004185943181180467
Stable reliability,0,20260821,14,0.35555555555555557,0.39444444444444443,0.25,0.6055555555555556,0.6444444444444444,0.504047029192045,0.20555555555555555,0.5346176415753874,0.14275642118902132,0.9997538648325607,0.1294247134421722,0.5941297982824814,0.5039913058280945,0.5412161350250244,0.055865921787709494,5.412161468134986,0.8377777777777777,8.455555555555556,0.86,0.9317812537651569,0.63811186280427,0.5227760062693457,0.004497627156002205
Stable reliability,0,20260821,15,0.31666666666666665,0.40555555555555556,0.2777777777777778,0.5944444444444444,0.6833333333333333,0.5293367699068686,0.3055555555555556,0.5358274652289207,0.14201383130499634,0.9997264822071877,0.13327516455068933,0.5973622444899699,0.5041531920433044,0.5402891635894775,0.055865921787709494,5.402891878286997,0.8577777777777778,8.666666666666666,0.86,0.9317812537651569,0.634132222982538,0.5360517537527378,0.002900326116456436
Stable reliability,0,20260821,16,0.2833333333333333,0.4444444444444444,0.2722222222222222,0.5555555555555556,0.7166666666666666,0.5158508412803237,0.26666666666666666,0.5370548695118157,0.1413903530031635,0.9996856826176124,0.13020886469406268,0.6015552241433022,0.5044900178909302,0.5391557812690735,0.05592799503414029,5.397548351022932,0.8756936736958935,8.855555555555556,0.86,0.9317812537651569,0.6475030397642676,0.5578591037576844,0.008177858612818105
Stable reliability,0,20260821,17,0.34444444444444444,0.3611111111111111,0.29444444444444445,0.6388888888888888,0.6555555555555556,0.5382957762922868,0.37222222222222223,0.5382741544997065,0.14060401190887206,0.9996427716046025,0.130946334181687,0.6052239522733813,0.5047937035560608,0.5382480621337891,0.05592799503414029,5.388461286491818,0.8867924528301887,8.966666666666667,0.86,0.9317812537651569,0.6453294615331122,0.557451207440929,0.004068713098484663
Stable reliability,0,20260821,18,0.4,0.37222222222222223,0.22777777777777777,0.6277777777777778,0.6,0.5189712541176961,0.26666666666666666,0.5393975302957805,0.1398757287703445,0.999575726767223,0.1272790878233121,0.6068936560776786,0.5050020217895508,0.5373319983482361,0.05592799503414029,5.379290416505602,0.9001109877913429,9.1,0.86,0.9317812537651569,0.6306058010952539,0.5434979881669142,0.003588829961460034
Stable reliability,0,20260821,19,0.29444444444444445,0.4,0.3055555555555556,0.6000000000000001,0.7055555555555556,0.5217314745504986,0.29444444444444445,0.5405941156874436,0.13913705696400624,0.9995180584156875,0.13529842845214812,0.6094918213135676,0.5053238272666931,0.5364172458648682,0.05592799503414029,5.370132707224952,0.9067702552719201,9.166666666666666,0.86,0.9317812537651569,0.6403591644566876,0.5576198848216062,0.0038712012927627653
Stable reliability,0,20260821,20,0.37222222222222223,0.37777777777777777,0.25,0.6222222222222222,0.6277777777777778,0.5220157644923381,0.25555555555555554,0.5417321951718918,0.1384409382620595,0.999455953809014,0.13451079747373607,0.610925836961259,0.5056267380714417,0.5355072617530823,0.05592799503414029,5.361023037963443,0.9167591564927858,9.266666666666667,0.86,0.9317812537651569,0.6305123149603492,0.5494818616426286,0.004233366925021715
Stable reliability,0,20260821,21,0.3611111111111111,0.4222222222222222,0.21666666666666667,0.5777777777777777,0.6388888888888888,0.5268617641112128,0.2722222222222222,0.542884224370226,0.13776324151295927,0.999430413396291,0.12708547227741462,0.613886433861647,0.5058966875076294,0.5343800187110901,0.05599006828057108,5.355675337049696,0.9190687361419069,9.4,0.86,0.9317812537651569,0.6492551910765121,0.5480221600788266,0.004977957698972635
Stable reliability,0,20260821,22,0.3333333333333333,0.40555555555555556,0.2611111111111111,0.5944444444444444,0.6666666666666667,0.5211704286788839,0.2611111111111111,0.5440308390129759,0.13706302453311192,0.9993900500579277,0.1329017373898751,0.6163891682817038,0.506268322467804,0.5334688425064087,0.05599006828057108,5.346543383598328,0.9101995565410199,9.477777777777778,0.86,0.9317812537651569,0.6462700630010599,0.5588898244499626,0.002478633503692236
Stable reliability,0,20260821,23,0.3,0.42777777777777776,0.2722222222222222,0.5722222222222222,0.7,0.5302550578100698,0.3111111111111111,0.5452291814209976,0.13635985369597625,0.9993575234444829,0.12171843907384372,0.6178751790252022,0.5065708756446838,0.5325638055801392,0.05599006828057108,5.337473004394107,0.9068736141906873,9.555555555555555,0.86,0.9317812537651569,0.6365016693256681,0.5542482146451319,0.006367182512550995
Stable reliability,0,20260821,24,0.29444444444444445,0.39444444444444443,0.3111111111111111,0.6055555555555556,0.7055555555555555,0.5396093273177252,0.3,0.5464003759729884,0.13559927030547891,0.999282225817952,0.1224178477903044,0.6191166611000075,0.5068402290344238,0.5316511988639832,0.05599006828057108,5.328326598803202,0.9068736141906873,9.622222222222222,0.86,0.9317812537651569,0.6354328018643918,0.5490299012296102,0.0022128252383020364
Stable reliability,0,20260821,25,0.2833333333333333,0.48333333333333334,0.23333333333333334,0.5166666666666666,0.7166666666666667,0.526248373510394,0.2722222222222222,0.5476057187948697,0.1348528523830359,0.9992155186990339,0.12415991990846886,0.6215466424036205,0.507159948348999,0.5307334065437317,0.05599006828057108,5.31912812921736,0.9068736141906873,9.655555555555555,0.86,0.9317812537651569,0.647464281671233,0.5643437356263177,0.007466173303428508
Stable reliability,0,20260821,26,0.25555555555555554,0.39444444444444443,0.35,0.6055555555555555,0.7444444444444445,0.5331717290009925,0.3055555555555556,0.548752746814469,0.13415818898460308,0.9991550182265158,0.11976921406540719,0.622308157103198,0.5074607729911804,0.5298166275024414,0.05599006828057108,5.309940222899119,0.9013303769401331,9.688888888888888,0.86,0.9317812537651569,0.6336013581231147,0.5466190918453331,-0.0006810166632867684
Stable reliability,0,20260821,27,0.34444444444444444,0.3888888888888889,0.26666666666666666,0.6111111111111112,0.6555555555555556,0.5332706921061127,0.3055555555555556,0.5498726927157327,0.13352914093428225,0.9991323675434761,0.13021453773038982,0.624525086875362,0.5077039003372192,0.5288962721824646,0.05599006828057108,5.300716307428148,0.9024390243902439,9.722222222222221,0.86,0.9317812537651569,0.6507868275591411,0.5518894231826699,-0.0005197493179020785
Stable reliability,0,20260821,28,0.29444444444444445,0.42777777777777776,0.2777777777777778,0.5722222222222222,0.7055555555555555,0.532498080230819,0.25555555555555554,0.5510531815639431,0.13280882869449662,0.9990850808649947,0.11191853257783135,0.6259871322610184,0.5079410672187805,0.5277774930000305,0.056052141527001866,5.295367807812161,0.9047619047619048,9.78888888888889,0.86,0.9317812537651569,0.6420565829681597,0.5553301953252685,0.003718173195531264
Stable reliability,0,20260821,29,0.2611111111111111,0.48333333333333334,0.25555555555555554,0.5166666666666666,0.7388888888888889,0.5334855651548448,0.3,0.5522049870894696,0.1321268905236621,0.9990487694325384,0.11520770588183926,0.6271062401675334,0.5082284212112427,0.5268646478652954,0.056052141527001866,5.28620884153578,0.9080841638981174,9.822222222222223,0.86,0.9317812537651569,0.6399625944582584,0.5592694703434683,0.005317022788713026
Stable reliability,0,20260821,30,0.2722222222222222,0.4666666666666667,0.2611111111111111,0.5333333333333333,0.7277777777777779,0.545065558639389,0.32222222222222224,0.5534656881661312,0.13139174820320054,0.9989871025782213,0.12030563676917083,0.6298323798118698,0.5085923671722412,0.5259597301483154,0.056052141527001866,5.277129697799682,0.9058693244739756,9.844444444444445,0.86,0.9317812537651569,0.6582463156005269,0.5765238451152626,0.006920719896779702
Stable reliability,0,20260821,31,0.29444444444444445,0.5111111111111111,0.19444444444444445,0.48888888888888893,0.7055555555555555,0.5300935924951566,0.25,0.5545587946890328,0.13071765189439954,0.998970854874091,0.11488064866651926,0.6299414450454557,0.5088655352592468,0.5250399112701416,0.056052141527001866,5.267900219228532,0.8992248062015504,9.866666666666667,0.86,0.9317812537651569,0.6335611481679579,0.5504066236747339,0.0042921965986290585
Stable reliability,0,20260821,32,0.2722222222222222,0.42777777777777776,0.3,0.5722222222222222,0.7277777777777777,0.5395864899501176,0.3,0.5557129210152532,0.13007565999495485,0.9989111612328232,0.12443946551278429,0.6304087601005064,0.5092587471008301,0.5241377353668213,0.056052141527001866,5.258848309516907,0.893687707641196,9.88888888888889,0.86,0.9317812537651569,0.6381750502569528,0.5752864054178565,0.0031033213717564243
Stable reliability,0,20260821,33,0.3277777777777778,0.42777777777777776,0.24444444444444444,0.5722222222222222,0.6722222222222222,0.5317867056812093,0.28888888888888886,0.5568169802527027,0.12947213297457005,0.9988795829207238,0.12213395851632303,0.6317846295426762,0.50948166847229,0.523239016532898,0.056052141527001866,5.249831493695577,0.8914728682170543,9.933333333333334,0.86,0.9317812537651569,0.6491377117218206,0.5508025728169523,0.0038563210251911072
Stable reliability,0,20260821,34,0.3,0.45,0.25,0.55,0.7,0.5380244642681676,0.3055555555555556,0.5579603327244773,0.1288352182104857,0.9988041874136144,0.1280463162133174,0.6321926044350122,0.5097801685333252,0.5223329663276672,0.056052141527001866,5.240740483336978,0.884828349944629,9.944444444444445,0.86,0.9317812537651569,0.6384255774425471,0.5607473877297687,0.003181113445461176
Stable reliability,0,20260821,35,0.2833333333333333,0.45,0.26666666666666666,0.55,0.7166666666666667,0.5440646625274805,0.2833333333333333,0.5591315616808376,0.1281207084413094,0.9987363129593877,0.11184387804582796,0.6333150768812723,0.5101696252822876,0.5214202404022217,0.056052141527001866,5.231583118438721,0.8859357696566998,9.988888888888889,0.86,0.9317812537651569,0.6466757564117604,0.5729139015565168,0.0031714859161721854
Stable reliability,0,20260821,36,0.29444444444444445,0.3888888888888889,0.31666666666666665,0.6111111111111112,0.7055555555555555,0.5491483375454422,0.3277777777777778,0.5603019955764476,0.12744838312876916,0.9986568588348308,0.12425535712309532,0.6346789445551256,0.5105602741241455,0.5205290913581848,0.056052141527001866,5.2226419183943005,0.8892580287929125,10.044444444444444,0.86,0.9317812537651569,0.6506269976529074,0.5713293279261109,0.002073511207337919
Stable reliability,0,20260821,37,0.2777777777777778,0.5,0.2222222222222222,0.5,0.7222222222222222,0.5411773432258226,0.3055555555555556,0.5614326920120939,0.12675517802649172,0.998584253613331,0.12224617195986598,0.6343913048401523,0.510866105556488,0.5196269750595093,0.056052141527001866,5.213590847121345,0.884828349944629,10.044444444444444,0.86,0.9317812537651569,0.6322836375066039,0.5671762231009095,0.005836203215889609
Stable reliability,0,20260821,38,0.2222222222222222,0.5388888888888889,0.2388888888888889,0.46111111111111114,0.7777777777777778,0.5525915149709579,0.36666666666666664,0.5626232767004229,0.12606651155329396,0.9984949170180403,0.12235487140305978,0.635559512847626,0.5111379623413086,0.5187051892280579,0.056052141527001866,5.20434209505717,0.884828349944629,10.055555555555555,0.86,0.9317812537651569,0.6493944113810641,0.5696472074149628,0.002202675850321943
Stable reliability,0,20260821,39,0.29444444444444445,0.4166666666666667,0.28888888888888886,0.5833333333333333,0.7055555555555555,0.5462991208928584,0.3277777777777778,0.5637994222124582,0.12540609423897275,0.9984091228096849,0.11978520930882319,0.6364836689494889,0.5114904046058655,0.5178303122520447,0.056052141527001866,5.195563903119829,0.8914728682170543,10.066666666666666,0.86,0.9317812537651569,0.6471599041016499,0.5659789507929042,0.005492094395981754
Stable reliability,0,20260821,40,0.24444444444444444,0.4166666666666667,0.3388888888888889,0.5833333333333334,0.7555555555555555,0.5455395556103975,0.3,0.564948506273936,0.12477830239270915,0.9983178826286769,0.12494714577260702,0.6372302510476268,0.5119171142578125,0.5169433951377869,0.056052141527001866,5.186664932303959,0.8881506090808416,10.066666666666666,0.86,0.9317812537651569,0.6458008346868915,0.5879107266053388,0.0027009436119764243
Stable reliability,0,20260821,41,0.3,0.4722222222222222,0.22777777777777777,0.5277777777777778,0.7,0.5525115654366891,0.3,0.5661297631849516,0.1241109527609614,0.9981985234896601,0.10772783662397956,0.638026663252624,0.5122306942939758,0.5160407423973083,0.056052141527001866,5.177608682049645,0.8803986710963455,10.088888888888889,0.86,0.9317812537651569,0.6462217334394104,0.5691470459652275,0.0027434223520160176
Stable reliability,0,20260821,42,0.29444444444444445,0.5,0.20555555555555555,0.5,0.7055555555555555,0.543800973429703,0.3,0.567317191525171,0.12336923252906051,0.9981188057379036,0.11360007265893257,0.6385365770707111,0.5126498341560364,0.5151451230049133,0.056052141527001866,5.168622749381595,0.8803986710963455,10.1,0.86,0.9317812537651569,0.645781676064712,0.5840558229937352,0.005567395530544568
Stable reliability,0,20260821,43,0.2833333333333333,0.4722222222222222,0.24444444444444444,0.5277777777777778,0.7166666666666667,0.5342744450469575,0.3055555555555556,0.5684113234423165,0.12275989474438442,0.9980048548803169,0.12239461239935934,0.6381335435247731,0.5130796432495117,0.5142621397972107,0.056052141527001866,5.159763864676157,0.8892580287929125,10.122222222222222,0.86,0.9317812537651569,0.634056217532377,0.5846256301318673,0.006425384054696521
Stable reliability,0,20260821,44,0.3277777777777778,0.46111111111111114,0.2111111111111111,0.5388888888888889,0.6722222222222223,0.5467922603767847,0.32222222222222224,0.5695462907486573,0.12209558652334307,0.9979221607430253,0.11286024346929113,0.6383927338268657,0.513571560382843,0.5133880972862244,0.056052141527001866,5.150994208123949,0.8859357696566998,10.144444444444444,0.86,0.9317812537651569,0.642963780275103,0.5827591671701035,0.007586298362128554
Stable reliability,0,20260821,45,0.3111111111111111,0.4166666666666667,0.2722222222222222,0.5833333333333333,0.6888888888888889,0.5447585516684386,0.35,0.5706975214904983,0.12146769389086987,0.9978079381701012,0.1255249905218374,0.6391062855130991,0.5139573812484741,0.5125046968460083,0.056052141527001866,5.142130434513092,0.8803986710963455,10.188888888888888,0.86,0.9317812537651569,0.6482671110715985,0.5772856829717202,0.0028082672118796962
Stable reliability,0,20260821,46,0.2611111111111111,0.4666666666666667,0.2722222222222222,0.5333333333333333,0.7388888888888889,0.5423634153560188,0.3333333333333333,0.571771597102283,0.12085683507859812,0.9976914304358927,0.12947570111040307,0.6386822713559237,0.5143477320671082,0.5115989446640015,0.056052141527001866,5.133042425579495,0.8726467331118494,10.2,0.86,0.9317812537651569,0.6348019964123253,0.5759964811758588,0.0005118595148976366
Stable reliability,0,20260821,47,0.23333333333333334,0.43333333333333335,0.3333333333333333,0.5666666666666667,0.7666666666666666,0.5483252449964575,0.3277777777777778,0.5728855698662545,0.12022263100421693,0.9976553758099049,0.1098113383739161,0.6376201441164812,0.514827311038971,0.5107229351997375,0.056052141527001866,5.124253278308444,0.8748615725359912,10.21111111111111,0.86,0.9317812537651569,0.6267357092698995,0.5849506876775865,0.004542974783510258
Stable reliability,0,20260821,48,0.28888888888888886,0.43333333333333335,0.2777777777777778,0.5666666666666667,0.7111111111111111,0.5485628880806152,0.29444444444444445,0.5739905346782572,0.11959564933247369,0.9975485573535765,0.12017603300257917,0.636991207224714,0.5152379274368286,0.5098552703857422,0.056052141527001866,5.115548055701786,0.8826135105204873,10.233333333333333,0.86,0.9317812537651569,0.6328522714871514,0.5826240077275336,0.006022642570507028
Stable reliability,0,20260821,49,0.2611111111111111,0.4388888888888889,0.3,0.5611111111111111,0.7388888888888889,0.5515220816256202,0.34444444444444444,0.5750993635820255,0.11893637684179881,0.9974640792805605,0.11416338265088277,0.6379487119807179,0.5157110691070557,0.5089725852012634,0.056052141527001866,5.106691243913438,0.8837209302325582,10.233333333333333,0.86,0.9317812537651569,0.6491491409246513,0.5922925259687157,0.002101047873423661
Stable reliability,0,20260821,50,0.3277777777777778,0.4388888888888889,0.23333333333333334,0.5611111111111111,0.6722222222222223,0.555005734544508,0.35,0.5762334447971447,0.11826072969036439,0.9973643807139622,0.11345789047664745,0.6379635603329696,0.5160917639732361,0.5081067085266113,0.056052141527001866,5.09800402853224,0.8826135105204873,10.233333333333333,0.86,0.9317812537651569,0.6386766974934432,0.587718616126516,0.0058954951642863325
Stable reliability,0,20260821,51,0.32222222222222224,0.45555555555555555,0.2222222222222222,0.5444444444444445,0.6777777777777778,0.5472795046622333,0.25,0.5772880622690966,0.1176153437568388,0.997249506648195,0.10510116818204396,0.6375982142859415,0.5164721608161926,0.5072212219238281,0.056052141527001866,5.089119284682804,0.8792912513842747,10.255555555555556,0.86,0.9317812537651569,0.63352499175108,0.5864955511852759,0.0020449707870689566
Stable reliability,0,20260821,52,0.3055555555555556,0.4722222222222222,0.2222222222222222,0.5277777777777778,0.6944444444444444,0.5444447563135858,0.31666666666666665,0.5783529541434318,0.11702199581804895,0.9971579135585765,0.1110623567452027,0.6379140103845973,0.5168898701667786,0.5063501000404358,0.056052141527001866,5.080379694037967,0.8815060908084164,10.266666666666667,0.86,0.9317812537651569,0.6408743016785995,0.5892377960547324,0.005765501345033722
Stable reliability,0,20260821,53,0.23333333333333334,0.4666666666666667,0.3,0.5333333333333333,0.7666666666666666,0.5527477446018112,0.32222222222222224,0.5794441465902543,0.11641205399915755,0.9970727407046595,0.11192887735200974,0.637882052842339,0.5174033045768738,0.5054811835289001,0.056052141527001866,5.0716608246167505,0.8803986710963455,10.266666666666667,0.86,0.9317812537651569,0.637509713053737,0.6002852371126767,0.005170316691306332
Stable reliability,0,20260821,54,0.3055555555555556,0.4444444444444444,0.25,0.5555555555555556,0.6944444444444444,0.5524686632892468,0.36666666666666664,0.5804651755246149,0.11590822143625434,0.9969908012111175,0.11236754017624806,0.6382698840266645,0.5178494453430176,0.504429042339325,0.056114214773432654,5.0667091608047485,0.8882743362831859,10.28888888888889,0.86,0.9317812537651569,0.643264054875927,0.585511361716992,0.004060867436583468
Stable reliability,0,20260821,55,0.34444444444444444,0.38333333333333336,0.2722222222222222,0.6166666666666667,0.6555555555555556,0.5476171564600573,0.3277777777777778,0.5814602693360328,0.11540409087495385,0.9969308952807941,0.11796962510566988,0.6385264423536305,0.5183683037757874,0.5034102201461792,0.05617628801986344,5.062069442537096,0.8906077348066298,10.3,0.86,0.9317812537651569,0.6403476999633626,0.5983448003221677,0.006434634125458499
Stable reliability,0,20260821,56,0.2777777777777778,0.45555555555555555,0.26666666666666666,0.5444444444444445,0.7222222222222222,0.5508357151565049,0.3611111111111111,0.5825237404584583,0.11487912038703896,0.9968060876350404,0.12368380441532989,0.6385930562585731,0.5188192129135132,0.5025292634963989,0.05617628801986344,5.053211156527201,0.8906077348066298,10.311111111111112,0.86,0.9317812537651569,0.6399254658851548,0.5880258132674911,-5.5185863678999176e-05
Stable reliability,0,20260821,57,0.3277777777777778,0.42777777777777776,0.24444444444444444,0.5722222222222222,0.6722222222222222,0.5507193298975962,0.3111111111111111,0.583564025254987,0.1143648474209642,0.9967491562704358,0.11832696263414388,0.6376440655534131,0.5193019509315491,0.5016893744468689,0.05617628801986344,5.044765260484484,0.881767955801105,10.311111111111112,0.86,0.9317812537651569,0.6283391035510013,0.5941948376407229,0.008367382299138944
Stable reliability,0,20260821,58,0.29444444444444445,0.42777777777777776,0.2777777777777778,0.5722222222222222,0.7055555555555555,0.5550190834172818,0.3333333333333333,0.5846362732824869,0.11383209670222993,0.9966625501626762,0.11920273888463373,0.6386826945826619,0.5198088884353638,0.5008212924003601,0.05617628801986344,5.03603632317649,0.876243093922652,10.322222222222223,0.86,0.9317812537651569,0.6517486073722499,0.5977268115201759,0.0008892257302312403
Stable reliability,0,20260821,59,0.3111111111111111,0.45,0.2388888888888889,0.55,0.6888888888888889,0.556881499681293,0.35555555555555557,0.5857097005117808,0.11329473141931734,0.9965906528137701,0.1221725457711138,0.6394982733050464,0.5203836560249329,0.49997201561927795,0.05617628801986344,5.027496329943339,0.8674033149171271,10.333333333333334,0.86,0.9317812537651569,0.6482183399353169,0.6063132786648383,0.008429450431280879
Stable reliability,0,20260821,60,0.3277777777777778,0.4388888888888889,0.23333333333333334,0.5611111111111111,0.6722222222222223,0.5580891312268036,0.3611111111111111,0.5867389318783857,0.11278627851015699,0.9964672353679521,0.11903769872576975,0.6399812572883472,0.5207685828208923,0.4991064965724945,0.05617628801986344,5.0187931683328415,0.8696132596685083,10.333333333333334,0.86,0.9317812537651569,0.645746729410641,0.5801279949917818,0.0011676055088625506
Stable reliability,0,20260821,61,0.3388888888888889,0.4,0.2611111111111111,0.6000000000000001,0.6611111111111112,0.5533918249689075,0.31666666666666665,0.5877647491311243,0.11225976826597539,0.9963739480009263,0.11380870109994112,0.6397947097264086,0.5213044881820679,0.49825379252433777,0.05617628801986344,5.010218454731835,0.8685082872928177,10.344444444444445,0.86,0.9317812537651569,0.6399579231739498,0.6026146605506908,0.0029149626099328383
Stable reliability,0,20260821,62,0.26666666666666666,0.45555555555555555,0.2777777777777778,0.5444444444444445,0.7333333333333334,0.5487955789032894,0.2722222222222222,0.5887861667003429,0.11171490124442607,0.9962788905384639,0.11082234014206893,0.6386025753259866,0.5217549800872803,0.4974042773246765,0.05617628801986344,5.00167615281211,0.8806629834254144,10.344444444444445,0.86,0.9317812537651569,0.6269747091551277,0.6065439005974956,0.006148687174956987
Stable reliability,0,20260821,63,0.2777777777777778,0.4888888888888889,0.23333333333333334,0.5111111111111111,0.7222222222222222,0.5640766001290858,0.35555555555555557,0.5898682791942128,0.11113299334409565,0.996127964127856,0.10702695190233524,0.6386252816476266,0.522201418876648,0.49652910232543945,0.05617628801986344,4.992876044909159,0.8850828729281768,10.355555555555556,0.86,0.9317812537651569,0.6404917956360155,0.6005508343971758,0.0020417416334694645
Stable reliability,0,20260821,64,0.32222222222222224,0.40555555555555556,0.2722222222222222,0.5944444444444444,0.6777777777777778,0.5613260617593543,0.35,0.5908753001079512,0.11062916282114155,0.9960651831910616,0.10686386229623301,0.6387480983678246,0.5226510167121887,0.49569618701934814,0.05617628801986344,4.984500661161211,0.8917127071823204,10.355555555555556,0.86,0.9317812537651569,0.6379146269384146,0.5897959470659778,0.005368378166738871
