condition,ai_access_mean,ai_reliability,verification_support,peer_response_probability,replication,seed,final_peer_share,final_ai_share,final_hybrid_share,final_human_interaction_rate,final_ai_use_rate,final_mean_quality,final_success_rate,final_mean_knowledge,final_knowledge_gini,final_knowledge_rank_corr_with_initial,final_performance_gini,final_mean_ai_trust,final_mean_peer_trust,final_mean_tie_strength,final_network_density,final_mean_weighted_degree,final_recent_active_tie_fraction,final_mean_unique_peer_partners,final_mean_peer_marginal,final_mean_ai_availability_probability,initial_edge_count,final_edge_count,edge_retention_ratio,edge_count_ratio,new_edge_ratio,strong_tie_fraction,initial_mean_tie,final_mean_skill,final_skill_gini,runtime_seconds
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,2,20262839,0.4877777777777778,0.28955555555555557,0.22266666666666665,0.7104444444444443,0.5122222222222222,0.5697185452920579,0.3784444444444444,0.6205849496775084,0.09043360725949208,0.9907541187184761,0.10561049068676674,0.5684550278530095,0.5512164783477783,0.43712336897850035,0.0573060211049038,4.4838689718776275,0.9215318800739349,10.972444444444445,0.008950670551073086,0.848764325632604,900,924,1.0,1.0266666666666666,0.02666666666666667,0.6385281385281385,0.5509834885597229,0.630073701738645,0.0866203739962379,10.193765878677368
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,3,20263848,0.49266666666666664,0.2957777777777778,0.21155555555555558,0.7042222222222222,0.5073333333333333,0.5849880693677798,0.4157777777777778,0.6430506750041222,0.07898375966851284,0.9914146114316361,0.10006969373533554,0.57154561382108,0.5672395563125611,0.437516496181488,0.05752700186219739,4.505187238163418,0.9266198145306186,11.12088888888889,0.010396976647432873,0.8468728102508746,900,928,1.0,1.031111111111111,0.03111111111111111,0.6454741379310345,0.5510573387145996,0.6521107373985713,0.07562924008975225,10.158723592758179
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,4,20264857,0.4795555555555556,0.29066666666666663,0.22977777777777778,0.7093333333333333,0.5204444444444444,0.5780856739835473,0.402,0.6325017562225157,0.08776122979233673,0.993257720411628,0.1063391978721554,0.5712058284881875,0.5597359490394592,0.4330834448337555,0.057792675356921175,4.480086442046695,0.9251141201216613,11.133333333333333,0.00891932152605464,0.8433292072725179,900,934,1.0,1.0377777777777777,0.03777777777777778,0.6209850107066381,0.5459277629852295,0.6417594930591519,0.08412296984213152,10.223856687545776
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,5,20265866,0.4846666666666667,0.29155555555555557,0.2237777777777778,0.7084444444444444,0.5153333333333333,0.5787687173992143,0.39266666666666666,0.6354072902395206,0.08659941336621266,0.9925467478660572,0.10151159906283837,0.5693509011595743,0.5619859981536866,0.4329543673992157,0.05785474860335196,4.483594466262394,0.9323602865935321,10.939555555555556,0.009526427177235761,0.8489692882904448,900,934,1.0,1.0377777777777777,0.03777777777777778,0.619914346895075,0.5463204383850098,0.6445305508392641,0.08300797980836805,10.201508283615112
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,6,20266875,0.49177777777777776,0.29688888888888887,0.21133333333333332,0.7031111111111111,0.5082222222222222,0.5839982835599077,0.41577777777777775,0.6418075821985403,0.08727367577828264,0.9933209306670807,0.10372360969130043,0.5687809787467853,0.5643742847442627,0.4379893350601196,0.057353196772191195,4.496395922131009,0.9216292281727613,11.005777777777778,0.010201718706681321,0.84982651077291,900,926,1.0,1.028888888888889,0.028888888888888888,0.6544276457883369,0.550755500793457,0.6509544604213086,0.08379615878768276,10.182499408721924
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,7,20267884,0.48200000000000004,0.3015555555555556,0.21644444444444447,0.6984444444444445,0.5179999999999999,0.5779126538273194,0.39399999999999996,0.6367710825683865,0.09101535873837743,0.9923189247557097,0.10698357357766436,0.5685441155931321,0.5642442846298218,0.43789560794830323,0.057062693978895095,4.472725980122885,0.9289885710846029,10.809333333333335,0.009697547914931704,0.8472957558669358,900,920,1.0,1.0222222222222221,0.022222222222222223,0.65,0.5503920912742615,0.6458839948300366,0.08736973424989158,10.840201139450073
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,8,20268893,0.49488888888888893,0.2822222222222222,0.2228888888888889,0.7177777777777777,0.5051111111111111,0.5811020083418739,0.40666666666666673,0.6387860410917077,0.088571148516242,0.9914763943557512,0.10663096593964744,0.5674053529702647,0.564543468952179,0.4374084973335266,0.05692364990689014,4.456782717121972,0.9333540157736198,10.937333333333333,0.010211576955118913,0.8522670537316809,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6254071661237784,0.5488340258598328,0.6480210859013709,0.08489774975981557,10.211660861968994
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,9,20269902,0.48444444444444446,0.29466666666666663,0.22088888888888886,0.7053333333333334,0.5155555555555555,0.5848070194876785,0.4126666666666667,0.6442130661669527,0.07833157983491183,0.9905923125694681,0.10057369063182929,0.5682652914540022,0.5670316576957702,0.43592665672302244,0.05763128491620113,4.496966882334815,0.9361074569156212,10.937333333333333,0.008318894070934313,0.8573134107761574,900,930,1.0,1.0333333333333334,0.03333333333333333,0.632258064516129,0.5498554706573486,0.6531850705282689,0.07518550477694408,10.383768081665039
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,10,20270911,0.47955555555555557,0.2991111111111111,0.22133333333333335,0.7008888888888888,0.5204444444444445,0.5701322859707225,0.37133333333333324,0.6229172912336791,0.07874325169037255,0.9890349484791991,0.1039117823560855,0.5697017604004517,0.5518695497512818,0.43881394624710085,0.05739788950962135,4.50835289753808,0.9336412300696965,11.047555555555554,0.007744231977868872,0.8449100188276855,900,927,1.0,1.03,0.03,0.6537216828478964,0.5546082854270935,0.6322313217479529,0.07565033209114191,10.610329389572144
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,11,20271920,0.48644444444444446,0.2886666666666667,0.22488888888888892,0.7113333333333334,0.5135555555555555,0.586708279121846,0.4275555555555555,0.647081872940742,0.0872401454110775,0.9913134688571544,0.10401358544285301,0.570539966382618,0.5689144229888916,0.4353279495239258,0.057656114214773437,4.492691541353861,0.9308452085288583,10.959999999999997,0.009975715751908336,0.8517861613993368,900,931,1.0,1.0344444444444445,0.034444444444444444,0.6487647690655209,0.5484080910682678,0.6562585506181157,0.0837625124143464,10.321686029434204
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,12,20272929,0.48222222222222216,0.294,0.22377777777777777,0.7059999999999998,0.5177777777777779,0.5876497727969217,0.42800000000000005,0.6485270528631282,0.07917398185188977,0.9896032251697966,0.10058199170568034,0.5703022039918109,0.5714212369918823,0.4377542078495026,0.05688640595903166,4.457472566074795,0.9354476319456525,10.884444444444446,0.009325740681712292,0.8487366338826942,900,918,1.0,1.02,0.02,0.6470588235294118,0.5489266514778137,0.6574714166497994,0.07598007057295897,10.297714471817017
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,13,20273938,0.4875555555555555,0.28444444444444444,0.228,0.7155555555555554,0.5124444444444445,0.5851167924814251,0.41288888888888886,0.6416319881987482,0.08365518343759877,0.9929315045726763,0.10108067740457644,0.5696317485820209,0.5658507895469665,0.4390591788291931,0.057656114214773437,4.531133666409387,0.9317328238228536,11.112444444444446,0.009208827724059922,0.8459999020177195,900,933,1.0,1.0366666666666666,0.03666666666666667,0.6688102893890675,0.5540245175361633,0.6507902119651655,0.08013214695104987,10.80069375038147
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,14,20274947,0.47644444444444445,0.2931111111111111,0.23044444444444448,0.706888888888889,0.5235555555555556,0.5857544035356282,0.4235555555555555,0.6476320613318235,0.08348424284934694,0.9922888265925697,0.10256260963205839,0.5692413708760296,0.5691481494903564,0.4323177027702332,0.0577877094972067,4.471890571541256,0.9362376448032524,10.848888888888888,0.009201348877454942,0.8535587045651607,900,931,1.0,1.0344444444444445,0.034444444444444444,0.6122448979591837,0.544682502746582,0.6566608212822327,0.0801045046429063,10.409210205078125
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,15,20275956,0.4837777777777778,0.29044444444444445,0.2257777777777778,0.7095555555555555,0.5162222222222222,0.5816169477617837,0.40733333333333327,0.6368538387858866,0.07843927643042639,0.989759726089769,0.10093767494107052,0.56946460527414,0.5625638246536255,0.4362842059135437,0.05765114835505897,4.50217360607783,0.9229462468257004,11.007555555555557,0.0088201611157297,0.849567568608201,900,931,1.0,1.0344444444444445,0.034444444444444444,0.640171858216971,0.5505538582801819,0.6459253723065114,0.07519571086272703,10.48753547668457
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,16,20276965,0.484,0.29244444444444445,0.22355555555555554,0.7075555555555556,0.516,0.5842991136873998,0.41200000000000003,0.641704442435538,0.08204454634235829,0.9917073723055775,0.1005992028599406,0.5683135516948437,0.5678559732437134,0.4347006094455719,0.05719428926132836,4.450306929270426,0.9283702318363888,10.991555555555555,0.009051589197981482,0.8432159711992453,900,923,1.0,1.0255555555555556,0.025555555555555557,0.6446370530877573,0.54668790102005,0.6506648220136427,0.07885979549003319,10.379451513290405
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,17,20277974,0.48,0.3015555555555556,0.21844444444444444,0.6984444444444445,0.52,0.5766228327777234,0.3917777777777778,0.6306057881914423,0.07908881378118515,0.9897323103530198,0.09999705111590208,0.5700383177272766,0.5598049402236939,0.43533679127693176,0.05719180633147114,4.456604814688364,0.9301433625406712,10.953333333333333,0.00826484862425516,0.8563630238739824,900,924,1.0,1.0266666666666666,0.02666666666666667,0.6439393939393939,0.5481071472167969,0.6397360811124534,0.07581956732548134,10.389294147491455
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,18,20278983,0.46355555555555555,0.31022222222222223,0.22622222222222224,0.6897777777777777,0.5364444444444445,0.5888049037347263,0.4402222222222222,0.6441746841369467,0.0886433045645867,0.9920033883978785,0.10376928286942919,0.5674377081624771,0.5673346948623658,0.4379413962364197,0.05744754810676599,4.503308859613206,0.9307980696176362,11.047999999999996,0.009207837366151484,0.847630518306757,900,927,1.0,1.03,0.03,0.656957928802589,0.5513353943824768,0.6533290920951522,0.08504097392410781,10.737858057022095
A0.35_R0.74_V0.30_P0.60,0.35,0.74,0.3,0.6,19,20279992,0.48733333333333334,0.28644444444444445,0.2262222222222222,0.7135555555555554,0.5126666666666666,0.580516307437254,0.4082222222222222,0.6352439024077853,0.08822702342391611,0.9922084039366674,0.10257227739646751,0.5675990304272429,0.5606007814407349,0.43579854249954225,0.05787709497206705,4.514849983586205,0.9377068296923946,11.168,0.009483724011629708,0.8519003250640621,900,933,1.0,1.0366666666666666,0.03666666666666667,0.6420150053590568,0.5502431392669678,0.6445595839142715,0.08463136666157123,10.629795789718628
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,0,20260821,0.48644444444444446,0.2906666666666667,0.22288888888888891,0.7093333333333334,0.5135555555555555,0.583222877608802,0.426,0.6413535631945884,0.08942185044401625,0.99272496100318,0.10431979658379487,0.5686896999966016,0.565990092754364,0.44054277658462526,0.057263811297330845,4.515572799099815,0.9270734236639511,10.572888888888889,0.009682849826492479,0.853571378658057,900,925,1.0,1.0277777777777777,0.027777777777777776,0.6605405405405406,0.5542529225349426,0.6505317698841008,0.08565774204864685,10.391883373260498
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,1,20261830,0.49044444444444446,0.27955555555555556,0.23,0.7204444444444443,0.5095555555555555,0.5988364871928367,0.45444444444444443,0.6597708342618017,0.08756095291507612,0.9908166291469864,0.10188655263577254,0.5710870858258155,0.5794479250907898,0.442375123500824,0.05718435754189944,4.528098606533474,0.9370808129784155,10.765333333333333,0.010831086426928671,0.847875775717005,900,923,1.0,1.0255555555555556,0.025555555555555557,0.6652221018418202,0.5549401044845581,0.6689481739566171,0.0838995096980597,10.514371156692505
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,2,20262839,0.4562222222222222,0.3155555555555556,0.22822222222222222,0.6844444444444445,0.5437777777777778,0.5685028873134461,0.37866666666666665,0.6209789991094339,0.09035526793636997,0.9906928623574242,0.10582438480346706,0.5691630540571377,0.552384774684906,0.4378118526935577,0.05709745499689634,4.474601677258809,0.9229001993458013,10.663555555555554,0.00920156362242493,0.848764325632604,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6438653637350705,0.5509834885597229,0.6304776817527399,0.08662929693800803,10.22676706314087
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,3,20263848,0.49177777777777776,0.294,0.2142222222222222,0.7060000000000001,0.5082222222222222,0.5851956573359582,0.424,0.6424910839718517,0.07891080799341323,0.9917684187733795,0.09748068743612481,0.5693341740353888,0.5672645688056945,0.43924219250679014,0.0568019863438858,4.46596104282803,0.9257343986426732,10.628444444444444,0.00951915139325547,0.8468728102508746,900,916,1.0,1.0177777777777777,0.017777777777777778,0.6473799126637555,0.5510573387145996,0.6516056315556884,0.0755971007737728,10.163881301879883
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,4,20264857,0.4784444444444445,0.2942222222222222,0.2273333333333333,0.7057777777777777,0.5215555555555556,0.5798547578957723,0.40444444444444444,0.6324762530171545,0.08771325420987786,0.9927432906382296,0.10333912487219152,0.5711070569197042,0.5605808973312378,0.43479774713516234,0.05700806952203601,4.436829283131494,0.936106368613042,10.679999999999998,0.009066775811298819,0.8433292072725179,900,919,1.0,1.021111111111111,0.021111111111111112,0.6267682263329706,0.5459277629852295,0.6417253870653435,0.08404580081869928,10.585195302963257
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,5,20265866,0.47444444444444445,0.3015555555555556,0.22400000000000003,0.6984444444444445,0.5255555555555556,0.5778323145641435,0.38955555555555554,0.6353135665346964,0.08684487662235156,0.992246461563293,0.10348309836808771,0.5690312081846234,0.5612762689590454,0.4338492274284363,0.05743513345747983,4.460284380488925,0.929230887369253,10.763555555555554,0.009071114624700036,0.8489692882904448,900,928,1.0,1.031111111111111,0.03111111111111111,0.6163793103448276,0.5463204383850098,0.6444713360792645,0.08324517483716587,10.15040111541748
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,6,20266875,0.4753333333333334,0.2884444444444444,0.23622222222222222,0.7115555555555556,0.5246666666666667,0.5846825047382685,0.4264444444444444,0.6420439099378882,0.08694820777787662,0.9929537639025625,0.10361088525552901,0.5692126669216023,0.5662569093704224,0.4387065076828003,0.057087523277467425,4.482909821987152,0.9290176416838112,10.701333333333332,0.009426302662156718,0.84982651077291,900,922,1.0,1.0244444444444445,0.024444444444444446,0.6518438177874186,0.550755500793457,0.6511692330371881,0.08344476578486071,10.354333400726318
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,7,20267884,0.5011111111111112,0.2828888888888889,0.21600000000000003,0.717111111111111,0.4988888888888889,0.5805547555309873,0.4131111111111111,0.6374402581551536,0.09085547424566608,0.9924354947184849,0.10568370630262032,0.5700839713157054,0.56446843624115,0.4374721646308899,0.057440099317194286,4.497899165630341,0.9254640324663699,10.755555555555556,0.009652861241189465,0.8472957558669358,900,928,1.0,1.031111111111111,0.03111111111111111,0.6454741379310345,0.5503920912742615,0.6465898777536113,0.08716714635662548,10.751985788345337
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,8,20268893,0.48488888888888887,0.29266666666666663,0.22244444444444444,0.7073333333333334,0.5151111111111111,0.5808104194588659,0.40644444444444444,0.6391677808643432,0.08832456617339562,0.9908709871281368,0.10417529490728245,0.5686507270554767,0.564943573474884,0.43684277892112733,0.05738299193047797,4.486941479418013,0.932298910976354,10.794666666666666,0.010166562646734186,0.8522670537316809,900,927,1.0,1.03,0.03,0.6213592233009708,0.5488340258598328,0.6484100979370983,0.08458850153288733,10.16750693321228
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,9,20269902,0.4933333333333333,0.2822222222222222,0.22444444444444442,0.7177777777777778,0.5066666666666667,0.5838932090758004,0.40777777777777774,0.6444176272732107,0.0783769106466425,0.990818615924772,0.09921222506179926,0.5711818563820996,0.5677608180046082,0.4375179088115692,0.05705027932960895,4.467842650943332,0.9317960038413379,10.686222222222222,0.009055561767158599,0.8573134107761574,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6362649294245385,0.5498554706573486,0.6533589278651305,0.0752777588026925,10.198782682418823
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,10,20270911,0.4775555555555556,0.30533333333333335,0.21711111111111112,0.6946666666666667,0.5224444444444444,0.5698379395069774,0.37755555555555553,0.6233415092019111,0.07826470268478801,0.9889400431565433,0.10283586574522645,0.5683837572722716,0.5528273487091064,0.4405270779132843,0.05678460583488518,4.477642762131161,0.9279058781225055,10.62088888888889,0.008304039616721848,0.8449100188276855,900,916,1.0,1.0177777777777777,0.017777777777777778,0.6550218340611353,0.5546082854270935,0.6326262801415152,0.07514228480714347,10.644824743270874
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,11,20271920,0.49288888888888893,0.2877777777777778,0.21933333333333332,0.7122222222222223,0.5071111111111111,0.5892405671914023,0.4255555555555556,0.6473954575541379,0.0869606878513363,0.9911334676999951,0.10150037054437235,0.5692355171931384,0.5682062458992004,0.43709513664245603,0.05686405959031658,4.449008077886369,0.9278658822750242,10.655999999999999,0.010453843292416021,0.8517861613993368,900,918,1.0,1.02,0.02,0.6514161220043573,0.5484080910682678,0.6565460740907604,0.08345227560766877,10.093910455703735
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,12,20272929,0.5037777777777778,0.28577777777777774,0.21044444444444443,0.7142222222222222,0.4962222222222222,0.5906370202343652,0.4351111111111111,0.6484679150038042,0.07905293790070518,0.9902522233278164,0.09920700279603258,0.5708601628583846,0.5727751350402832,0.43788789987564086,0.05688392302917444,4.458617095841302,0.942075011364641,10.723555555555555,0.009915222124979549,0.8487366338826942,900,918,1.0,1.02,0.02,0.6416122004357299,0.5489266514778137,0.6575625505547387,0.07570547180596932,10.223348379135132
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,13,20273938,0.4937777777777778,0.2886666666666667,0.21755555555555556,0.7113333333333333,0.5062222222222222,0.5862796105833606,0.41999999999999993,0.6418016887713844,0.08407253766964061,0.9928514222492815,0.10068193628682151,0.5692421544176361,0.5663659334182739,0.43917327404022216,0.05766356300434513,4.532976229614682,0.934341928973452,10.672,0.009133351541914173,0.8459999020177195,900,931,1.0,1.0344444444444445,0.034444444444444444,0.6670247046186896,0.5540245175361633,0.6509984081130213,0.08057086766532251,10.176387071609497
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,14,20274947,0.4953333333333333,0.28,0.22466666666666668,0.7200000000000002,0.5046666666666667,0.5873050169560426,0.424,0.6478290313843916,0.08359104441988674,0.9918880105642814,0.10150735578950451,0.5697705100994503,0.5685209107398986,0.4330494511127472,0.05746244568590938,4.454180761761135,0.9354389261843475,10.628444444444444,0.00968515977213595,0.8535587045651607,900,927,1.0,1.03,0.03,0.6310679611650486,0.544682502746582,0.6568179068995249,0.08033041943671715,10.147015810012817
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,15,20275956,0.47888888888888886,0.2922222222222222,0.2288888888888889,0.7077777777777777,0.5211111111111112,0.5796708777236425,0.39888888888888885,0.6367785579499853,0.07893730031893557,0.9896158629661587,0.1018697622908747,0.5702069076632765,0.5632695293426514,0.43806899309158326,0.0568268156424581,4.455957292609744,0.9359926846559987,10.74,0.008704944655561453,0.849567568608201,900,917,1.0,1.018888888888889,0.01888888888888889,0.6477644492911668,0.5505538582801819,0.6457967993576531,0.07578064434163911,10.177164793014526
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,16,20276965,0.5006666666666667,0.2802222222222222,0.21911111111111112,0.7197777777777777,0.4993333333333333,0.5842774704005619,0.41555555555555557,0.6422538141616821,0.0816341320972215,0.991282149412511,0.1014306205679393,0.5697216008133464,0.5680389189720154,0.43590800523757933,0.05688640595903166,4.438682629214393,0.9411652769378027,10.672444444444444,0.009865756839919245,0.8432159711992453,900,917,1.0,1.018888888888889,0.01888888888888889,0.648854961832061,0.54668790102005,0.6513075747923932,0.07845729518182787,10.76837944984436
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,17,20277974,0.4606666666666667,0.3173333333333333,0.22200000000000003,0.6826666666666666,0.5393333333333333,0.5741330296732611,0.3808888888888889,0.6303384622873549,0.07939124547984946,0.9908796194718046,0.10162325278850236,0.570634470432247,0.559247043132782,0.4360371530056,0.05663563004345128,4.420396637651655,0.9266109739029234,10.612888888888888,0.007954109317145021,0.8563630238739824,900,914,1.0,1.0155555555555555,0.015555555555555555,0.650984682713348,0.5481071472167969,0.6394057831788492,0.07611576232702477,10.20410943031311
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,18,20278983,0.504,0.27488888888888885,0.22111111111111112,0.7251111111111112,0.496,0.5852853925671638,0.42666666666666664,0.6439592388354751,0.08890065176001016,0.9915457975560444,0.10509364600136774,0.5681166842527697,0.569475326538086,0.44061232447624205,0.05657107386716326,4.461631987094879,0.927939312887111,10.494666666666667,0.00988786736280762,0.847630518306757,900,914,1.0,1.0155555555555555,0.015555555555555555,0.6728665207877462,0.5513353943824768,0.6530622450620515,0.08531958500100156,10.228057146072388
A0.35_R0.74_V0.30_P0.90,0.35,0.74,0.3,0.9,19,20279992,0.4946666666666667,0.28288888888888886,0.22244444444444444,0.7171111111111113,0.5053333333333333,0.5798413789973739,0.39755555555555555,0.6356343765690089,0.08812323135392049,0.9915251144037545,0.10399924721735462,0.5686390850228388,0.5613938355445862,0.43869758367538453,0.05686902545003105,4.465670544518365,0.9340321345918805,10.633777777777777,0.010054201535359129,0.8519003250640621,900,918,1.0,1.02,0.02,0.6514161220043573,0.5502431392669678,0.6448860508589895,0.08454579660055228,10.436443328857422
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,0,20260821,0.4631111111111111,0.29866666666666664,0.23822222222222222,0.7013333333333333,0.5368888888888889,0.5882861824442946,0.4286666666666667,0.6427238782455857,0.0885018212000191,0.9928610551610321,0.10228951601444855,0.5708730470348143,0.5664087414741517,0.4392988920211792,0.05788206083178151,4.551472777843475,0.9257507540500478,10.987555555555554,0.009434034140345026,0.853571378658057,900,935,1.0,1.038888888888889,0.03888888888888889,0.6577540106951871,0.5542529225349426,0.6519594771876245,0.08473213184462058,10.234182596206665
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,1,20261830,0.49066666666666675,0.28,0.22933333333333333,0.72,0.5093333333333332,0.6016994370229597,0.4720000000000001,0.6603096205067842,0.0870506143753974,0.9915526366689433,0.10081747143198236,0.5672455620223008,0.5792223715782165,0.4408520233631134,0.05784729981378026,4.564768268585205,0.9302069168415865,10.930222222222222,0.01046840093535591,0.847875775717005,900,935,1.0,1.038888888888889,0.03888888888888889,0.6524064171122995,0.5549401044845581,0.669443213084463,0.08337310347038573,10.22661304473877
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,2,20262839,0.4771111111111111,0.29933333333333334,0.2235555555555556,0.7006666666666667,0.522888888888889,0.5708554099472081,0.38333333333333336,0.6214095578561238,0.09012745268723349,0.9914324962233758,0.1056021108113001,0.5681414901273106,0.5513364458084107,0.4367943918704987,0.057618870266914965,4.504972059726715,0.9334623670438583,10.90933333333333,0.009043927891432485,0.848764325632604,900,929,1.0,1.0322222222222222,0.03222222222222222,0.6415500538213132,0.5509834885597229,0.6309591994846583,0.08632209998030449,10.652073621749878
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,3,20263848,0.48222222222222216,0.2897777777777778,0.228,0.7102222222222223,0.5177777777777779,0.58707772603664,0.42733333333333334,0.6433579072282786,0.07913644016300475,0.9910315688675928,0.10053928170099499,0.5710596891616636,0.5676643705368042,0.43737969279289246,0.05760645561762881,4.510061297098796,0.9292271537804834,11.091555555555558,0.009384364525039603,0.8468728102508746,900,929,1.0,1.0322222222222222,0.03222222222222222,0.6372443487621098,0.5510573387145996,0.6524230097675703,0.0758523222434484,10.759813785552979
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,4,20264857,0.47244444444444444,0.3022222222222222,0.2253333333333333,0.6977777777777777,0.5275555555555556,0.5808487500542132,0.4008888888888889,0.6335287228994682,0.08682244348098436,0.993164951967453,0.10436404388290033,0.5702748078445242,0.5599990653991699,0.43355218768119813,0.05755431409062694,4.466455815527174,0.9209810316108147,10.936444444444444,0.010266957640664027,0.8433292072725179,900,930,1.0,1.0333333333333334,0.03333333333333333,0.6268817204301075,0.5459277629852295,0.6428353153212805,0.08307015568702947,10.252389430999756
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,5,20265866,0.4886666666666667,0.2806666666666667,0.23066666666666666,0.7193333333333334,0.5113333333333333,0.5826122767552344,0.4062222222222222,0.6363178060538225,0.08626162619306398,0.9920872811823271,0.10218961564873387,0.5696872292737034,0.5621449971199035,0.433230881690979,0.057921787709497206,4.491620864020454,0.9266971398437863,11.125777777777776,0.01006690544939503,0.8489692882904448,900,936,1.0,1.04,0.04,0.6185897435897436,0.5463204383850098,0.6455385475092712,0.08261920212356655,10.332565546035767
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,6,20266875,0.49555555555555564,0.2717777777777778,0.23266666666666666,0.7282222222222223,0.5044444444444444,0.5850588030852361,0.41133333333333333,0.6427612263563747,0.08687796026736158,0.9931184987351864,0.10431014544353612,0.567901025255368,0.5652177691459656,0.43671493768692016,0.05788702669149598,4.52507650089264,0.9258761264649975,11.017333333333333,0.01010396267882643,0.84982651077291,900,934,1.0,1.0377777777777777,0.03777777777777778,0.6509635974304069,0.550755500793457,0.6519684397539817,0.08334761851797712,10.153130531311035
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,7,20267884,0.4853333333333334,0.28355555555555556,0.2311111111111111,0.7164444444444444,0.5146666666666666,0.5811726320036464,0.4144444444444445,0.6376540827391259,0.09058399157158753,0.9918081395587134,0.10849933163191292,0.5683966116080605,0.565057680606842,0.4366512036323547,0.057815021725636254,4.518785152011447,0.9324912814354299,11.051555555555556,0.009782976720756406,0.8472957558669358,900,933,1.0,1.0366666666666666,0.03666666666666667,0.6420150053590568,0.5503920912742615,0.6467713900272728,0.08697845990734887,10.410652160644531
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,8,20268893,0.49288888888888893,0.2786666666666666,0.22844444444444445,0.7213333333333333,0.5071111111111111,0.5858455419734451,0.41666666666666674,0.6399777686163639,0.08757904597593662,0.9902049028665022,0.10287671774946293,0.5694224354191973,0.5653138828277587,0.4362866008281708,0.05756921166977033,4.495843323760563,0.9354366911079499,11.105777777777778,0.009776486323908085,0.8522670537316809,900,931,1.0,1.0344444444444445,0.034444444444444444,0.6197636949516648,0.5488340258598328,0.6492354487078854,0.08387968421704062,10.373056173324585
A0.35_R0.74_V0.70_P0.60,0.35,0.74,0.7,0.6,9,20269902,0.4871111111111111,0.29666666666666663,0.21622222222222223,0.7033333333333333,0.5128888888888887,0.5882815890956795,0.42133333333333334,0.6454428754184789,0.07790415684137555,0.9897300103682296,0.10015857137075317,0.5687776574787261,0.5677385687828064,0.436566663980484,0.057412787088764745,4.4864617110888165,0.9366417841976943,11.066666666666665,0.009228863281962875,0.8573134107761574,900,927,1.0,1.03,0.03,0.6245954692556634,0.5498554706573486,0.6545214927693129,0.07467040991129825,10.896876335144043
