system,replication,seed,final_peer_share,final_ai_share,final_hybrid_share,final_human_interaction_rate,final_ai_use_rate,final_mean_quality,final_success_rate,final_mean_knowledge,final_knowledge_gini,final_knowledge_rank_corr_with_initial,final_performance_gini,final_mean_ai_trust,final_mean_peer_trust,final_mean_tie_strength,final_network_density,final_mean_weighted_degree,final_recent_active_tie_fraction,final_mean_unique_peer_partners,final_mean_peer_marginal,final_mean_ai_availability_probability,initial_edge_count,final_edge_count,edge_retention_ratio,edge_count_ratio,new_edge_ratio,strong_tie_fraction,initial_mean_tie,final_mean_skill,final_skill_gini,runtime_seconds
AI-enabled,10,20270911,0.39844444444444443,0.354,0.24755555555555556,0.6459999999999999,0.6015555555555556,0.5772908579346262,0.3893333333333333,0.6295604237555638,0.07551120245021506,0.9877530304539386,0.10068700545207879,0.5926922532382132,0.5521100115776062,0.43682883739471434,0.05703041589075109,4.459324511686961,0.9141891939946091,10.722666666666667,0.006180379768356401,0.9107116527985564,900,919,1.0,1.021111111111111,0.021111111111111112,0.6376496191512514,0.5546082854270935,0.63909715232397,0.07224222454614337,9.355213403701782
AI-enabled,11,20271920,0.39644444444444443,0.356888888888889,0.24666666666666665,0.6431111111111111,0.6035555555555555,0.5953711741046966,0.4477777777777778,0.6527907258197234,0.08355730208977849,0.9888404165951296,0.09886454163344612,0.596822081489749,0.567782371044159,0.4342624831199646,0.05680446927374302,4.41553220240275,0.9097715866523033,10.59911111111111,0.008147592924558977,0.9145940983463717,900,916,1.0,1.0177777777777777,0.017777777777777778,0.6331877729257642,0.5484080910682678,0.6620022749455688,0.08002342646075711,9.325895547866821
AI-enabled,12,20272929,0.38666666666666666,0.3586666666666667,0.2546666666666667,0.6413333333333334,0.6133333333333334,0.5975267620964417,0.4506666666666667,0.6543496138517407,0.07610342197365645,0.9875329484280865,0.09685832605780675,0.5945706511121451,0.5688910865783692,0.434173629283905,0.05698075729360646,4.428265066199833,0.9134936482136159,10.740444444444444,0.008619966314958798,0.9129118164526376,900,920,1.0,1.0222222222222221,0.022222222222222223,0.6184782608695653,0.5489266514778137,0.6634736658194235,0.07277699548310435,9.304945707321167
AI-enabled,13,20273938,0.39644444444444443,0.35533333333333333,0.24822222222222223,0.6446666666666667,0.6035555555555555,0.5920796384876761,0.43422222222222223,0.6477041549398865,0.08029262968212851,0.9909334528970172,0.0975017875121321,0.5941850175591544,0.5645863437652587,0.43821608304977416,0.05682433271260088,4.457259447892508,0.9098645043752799,10.673333333333332,0.007954671008521298,0.9108957041816724,900,918,1.0,1.02,0.02,0.6568627450980392,0.5540245175361633,0.6571121058142303,0.07672579716989825,9.433690309524536
AI-enabled,14,20274947,0.38955555555555565,0.3471111111111111,0.2633333333333333,0.652888888888889,0.6104444444444445,0.5929237373154955,0.4408888888888889,0.6537561406402302,0.08002694506456122,0.9900665733306266,0.09801740591013947,0.5929299253962348,0.5679287719726562,0.4309702730178833,0.05692364990689014,4.391282226032681,0.928419548936723,10.693777777777777,0.007965793249626289,0.9153292972771047,900,918,1.0,1.02,0.02,0.6100217864923747,0.544682502746582,0.6629601577231417,0.07668756537470234,9.209241151809692
AI-enabled,15,20275956,0.3862222222222222,0.3575555555555555,0.2562222222222222,0.6424444444444444,0.6137777777777778,0.5889453468981781,0.4228888888888889,0.6429904561229107,0.07573485216229542,0.9874842732672157,0.09777673914324649,0.5942933042435408,0.5615235185623169,0.4350480103492737,0.05691123525760398,4.431847222010294,0.9069849133989704,10.595111111111112,0.00751991628990433,0.912616623236513,900,918,1.0,1.02,0.02,0.6339869281045751,0.5505538582801819,0.6522588351858112,0.07240958748388904,9.287112474441528
AI-enabled,16,20276965,0.39488888888888896,0.3604444444444445,0.24466666666666664,0.6395555555555555,0.6051111111111112,0.5904561045611526,0.4268888888888889,0.6475608978191013,0.07922555854341388,0.9895476004651478,0.10000656391822872,0.5935208363996834,0.5669514942169189,0.4335120701789856,0.05668777157045314,4.398877010292477,0.9141081533214617,10.712444444444444,0.007347224091644179,0.9088266606771636,900,914,1.0,1.0155555555555555,0.015555555555555555,0.6345733041575492,0.54668790102005,0.6566102832397306,0.07597898946834203,9.55508804321289
AI-enabled,17,20277974,0.3804444444444444,0.3708888888888889,0.24866666666666665,0.6291111111111111,0.6195555555555555,0.5819658503942968,0.3986666666666667,0.6367373508469626,0.07528936299055199,0.9869869182513384,0.09702738978319479,0.5943810874570832,0.5576737976074219,0.43257171511650083,0.05677219118559901,4.39585739909278,0.904966201617199,10.581333333333335,0.0063729820581346465,0.9173601563940127,900,915,1.0,1.0166666666666666,0.016666666666666666,0.6306010928961748,0.5481071472167969,0.6460343255508707,0.07193341428895783,9.297266721725464
AI-enabled,18,20278983,0.3962222222222222,0.36244444444444446,0.24133333333333332,0.6375555555555555,0.6037777777777777,0.5923297754101146,0.43822222222222224,0.6509326350215362,0.08501906129252766,0.9889454652975118,0.10245520195583864,0.5948489376267868,0.5666837453842163,0.4357547378540039,0.05707014276846681,4.451388856357998,0.9089263160975107,10.811555555555556,0.008058548292019968,0.9117353998679719,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6438653637350705,0.5513353943824768,0.6601772793146773,0.08148475021102941,9.41525936126709
AI-enabled,19,20279992,0.39044444444444437,0.348,0.26155555555555554,0.652,0.6095555555555556,0.5843122705832022,0.4137777777777778,0.641854698410269,0.08443539929254971,0.9901716270593566,0.10193031070044205,0.5918545168340168,0.5593271923065185,0.43428953886032107,0.057420235878336445,4.4635857567257355,0.9161121860465903,10.719111111111113,0.00826846510147823,0.9147021966600078,900,929,1.0,1.0322222222222222,0.03222222222222222,0.6372443487621098,0.5502431392669678,0.6511477650194338,0.08086659616716285,9.748267650604248
AI-enabled,20,20281001,0.3997777777777779,0.34977777777777774,0.25044444444444447,0.6502222222222221,0.6002222222222222,0.5886362005029117,0.42533333333333334,0.6459792071546159,0.07605037514439245,0.9874211705209283,0.09838569048740503,0.5935854719675795,0.5625131559371949,0.4360988640785217,0.056767225325884546,4.43132109483083,0.9086722387631382,10.669777777777778,0.006841018316054924,0.9133200686376806,900,915,1.0,1.0166666666666666,0.016666666666666666,0.6404371584699453,0.551608681678772,0.6551552259841021,0.07265792703589602,9.549545764923096
AI-enabled,21,20282010,0.40422222222222215,0.34022222222222226,0.2555555555555556,0.6597777777777778,0.5957777777777779,0.6012088269408967,0.46022222222222225,0.6604306258880256,0.08252182340360247,0.9918149832242303,0.09670467730937247,0.5937151648707009,0.574916033744812,0.4352938592433929,0.056620732464307884,4.411625040372214,0.9129706498642253,10.741777777777777,0.008943823250333221,0.9131162848547943,900,915,1.0,1.0166666666666666,0.016666666666666666,0.6404371584699453,0.5479299426078796,0.6695185179604317,0.0789981914483322,9.344389200210571
AI-enabled,22,20283019,0.3906666666666667,0.37177777777777776,0.23755555555555552,0.6282222222222222,0.6093333333333334,0.5934596398920382,0.4435555555555555,0.6490080134025159,0.08123565897152675,0.991166806252133,0.09849089662057069,0.5939021560790034,0.5656075143814087,0.43708189368247985,0.056861576660459344,4.4486243252754205,0.9052910913891284,10.728444444444447,0.007810115887569683,0.9143267813846954,900,919,1.0,1.021111111111111,0.021111111111111112,0.6387377584330794,0.5526276230812073,0.658227557795883,0.07771097772532376,9.31918978691101
AI-enabled,23,20284028,0.4077777777777778,0.3415555555555556,0.25066666666666665,0.6584444444444445,0.5922222222222221,0.5976424231776964,0.4513333333333333,0.6586627107098251,0.07649156655923263,0.9901622189701789,0.09679000658375735,0.5925069860648395,0.572765498161316,0.4288419854640961,0.05682184978274365,4.361727497895559,0.9179831777685524,10.543999999999999,0.008336245932800152,0.9100960349468343,900,917,1.0,1.018888888888889,0.01888888888888889,0.5866957470010905,0.5413119792938232,0.6676349251485028,0.07321032957823226,9.582472324371338
AI-enabled,24,20285037,0.3855555555555556,0.36400000000000005,0.25044444444444447,0.6359999999999999,0.6144444444444445,0.5966139542940427,0.45466666666666666,0.6519424454334407,0.07497257380909982,0.9883041192288329,0.09576891450195553,0.5917229975370146,0.5679016613960266,0.4319115769863129,0.05769832402234638,4.460751067002614,0.9074787143957278,10.790666666666668,0.007693644103066078,0.9094756040576175,900,931,1.0,1.0344444444444445,0.034444444444444444,0.6208378088077336,0.5479711294174194,0.6610834910053796,0.07177118061363186,9.425593614578247
AI-enabled,25,20286046,0.3924444444444445,0.35355555555555557,0.254,0.6464444444444445,0.6075555555555556,0.5949693707239018,0.4531111111111111,0.652760935324967,0.075913415858258,0.9875066101474326,0.09793352704971914,0.5922093493647025,0.5683683109283447,0.43276761651039125,0.05698572315332093,4.414418262799581,0.9112892909551681,10.804444444444444,0.007741416805442746,0.9132692066659154,900,919,1.0,1.021111111111111,0.021111111111111112,0.6267682263329706,0.5469761490821838,0.6619091184835548,0.07274985172805781,9.564772129058838
AI-enabled,26,20287055,0.4026666666666667,0.33977777777777773,0.25755555555555554,0.6602222222222223,0.5973333333333333,0.5947116212068025,0.44422222222222224,0.654240700234943,0.07828210054231674,0.9887286086368634,0.09861860409654946,0.5931863836385579,0.5688744854927062,0.44120182394981383,0.05691123525760397,4.494558427439795,0.9151872681470336,10.721333333333332,0.008469443232173303,0.9148449989904076,900,917,1.0,1.018888888888889,0.01888888888888889,0.6684841875681571,0.5571997165679932,0.6634108146462399,0.07496816319810917,9.629040718078613
AI-enabled,27,20288064,0.40311111111111103,0.3382222222222222,0.25866666666666666,0.6617777777777778,0.5968888888888889,0.5941920621817611,0.4446666666666667,0.6526659700850033,0.08134381179637895,0.9868624013076743,0.0989823255504038,0.5913774203214542,0.5708009958267212,0.4375499939918518,0.0564171322160149,4.41866101302041,0.9169961181140139,10.497777777777777,0.007950682108502794,0.9168274134706396,900,909,1.0,1.01,0.01,0.6512651265126512,0.5504842400550842,0.6617681731408189,0.07786645225809963,9.816142559051514
AI-enabled,28,20289073,0.3855555555555556,0.35644444444444445,0.25799999999999995,0.6435555555555555,0.6144444444444445,0.5870499378420646,0.4286666666666667,0.6436002652735924,0.08532871698741179,0.9915399895917497,0.10283674710927322,0.5948790891550552,0.5620644068717957,0.4359983932971954,0.05713718187461204,4.459104495578342,0.907091002651427,10.678222222222221,0.007297524003388849,0.9121269535923758,900,922,1.0,1.0244444444444445,0.024444444444444446,0.6279826464208242,0.5519148707389832,0.6528098055421286,0.08168579161729617,10.496333837509155
AI-enabled,29,20290082,0.40666666666666673,0.35133333333333333,0.242,0.6486666666666666,0.5933333333333334,0.5862700569565169,0.4162222222222222,0.6413034737231676,0.07428638515014008,0.9896040512898491,0.09791012814851839,0.5956780752970201,0.5602607321739197,0.4359592914581299,0.057082557417752956,4.454487909899818,0.9175672910778759,10.645777777777777,0.007573576499670425,0.9100481037642182,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6199782844733985,0.5525341033935547,0.6505361122419719,0.07107705328388292,10.279542922973633
Human-only benchmark,0,20260821,1.0,0.0,0.0,1.0,0.0,0.5899920612535529,0.4255555555555556,0.6393194544779414,0.09473139083672923,0.9897446956493974,0.10584824894491787,0.0,0.5777180910110473,0.45529136061668396,0.05831657355679702,4.75247995323605,0.971948759142114,11.102222222222222,0.015176929606503284,0.0,900,945,1.0,1.05,0.05,0.7365079365079366,0.5542529225349426,0.6492327883494838,0.09067548176811369,8.570080041885376
Human-only benchmark,1,20261830,1.0,0.0,0.0,1.0,0.0,0.6036822575047365,0.47533333333333333,0.6581397482879144,0.09277385758551596,0.9889037008147916,0.10395986845746343,0.0,0.5918479967117309,0.4558241164684296,0.05843823711980137,4.768027298980289,0.9786251780556506,11.056888888888889,0.015463965293550059,0.0,900,946,1.0,1.051111111111111,0.051111111111111114,0.7325581395348837,0.5549401044845581,0.6680339977445157,0.0887434241447973,8.264297008514404
Human-only benchmark,2,20262839,1.0,0.0,0.0,1.0,0.0,0.5684096008562927,0.38044444444444453,0.613086187274019,0.10028867906001658,0.9912926101770273,0.11237007796191589,0.0,0.5574269413948059,0.4496859908103943,0.05921539416511483,4.766308636612362,0.970766675802243,11.282666666666666,0.014670721702896359,0.0,900,960,1.0,1.0666666666666667,0.06666666666666667,0.6979166666666666,0.5509834885597229,0.6229678655057972,0.09635845748558824,8.823605298995972
Human-only benchmark,3,20263848,1.0,0.0,0.0,1.0,0.0,0.5916851260383722,0.44022222222222224,0.641391308207595,0.08353130339870493,0.9891475189898127,0.10148423753944914,0.0,0.578820424079895,0.4510854005813599,0.05859962756052142,4.731581878821055,0.9748315846112456,11.04,0.014071636268695733,0.0,900,945,1.0,1.05,0.05,0.7111111111111111,0.5510573387145996,0.6511389887994266,0.07993331786570046,8.793108224868774
Human-only benchmark,4,20264857,1.0,0.0,0.0,1.0,0.0,0.5830818150560895,0.4177777777777778,0.6289298854893489,0.09403136304907299,0.9901461220351147,0.10806066946016284,0.0,0.5691881585121155,0.4452560317516327,0.0595903165735568,4.749273742198945,0.9666304768990481,11.168444444444445,0.014738759250972176,0.0,900,965,1.0,1.0722222222222222,0.07222222222222222,0.694300518134715,0.5459277629852295,0.6388763016981872,0.08995998968291175,9.541024684906006
Human-only benchmark,5,20265866,1.0,0.0,0.0,1.0,0.0,0.5833921276537264,0.42066666666666663,0.631818137843842,0.09371310387383364,0.9922659378989329,0.10801319166920581,0.0,0.5724497580528259,0.4489186084270477,0.05819987585350714,4.676683759053549,0.9729504828236544,11.02888888888889,0.01468426000955694,0.0,900,939,1.0,1.0433333333333332,0.043333333333333335,0.6943556975505857,0.5463204383850098,0.6416419127323454,0.0898534787179266,8.906438827514648
Human-only benchmark,6,20266875,1.0,0.0,0.0,1.0,0.0,0.5861594205485035,0.43066666666666664,0.6393353474803833,0.09202350013397696,0.9897523647768715,0.10951463227383446,0.0,0.5768066215515136,0.45359608650207517,0.05773060211049038,4.687262471093072,0.97822701488234,10.856444444444445,0.014476974934932252,0.0,900,933,1.0,1.0366666666666666,0.03666666666666667,0.7245444801714899,0.550755500793457,0.6490942440515386,0.08845118864127022,8.421781539916992
Human-only benchmark,7,20267884,1.0,0.0,0.0,1.0,0.0,0.5854723830770324,0.4257777777777778,0.6344316836759569,0.09694886546070132,0.9900761724170897,0.10888370210126226,0.0,0.5747719502449036,0.45155134320259094,0.05850527622594662,4.728693016211192,0.97377032745398,11.05111111111111,0.014716085536127538,0.0,900,946,1.0,1.051111111111111,0.051111111111111114,0.7167019027484144,0.5503920912742615,0.6442559047682211,0.09298161466111354,8.30547022819519
Human-only benchmark,8,20268893,1.0,0.0,0.0,1.0,0.0,0.5860451821145863,0.43,0.6353972763589318,0.09475169200307011,0.9863857574774717,0.10743622179573376,0.0,0.5747663736343384,0.44932284116744997,0.059088764742396035,4.752233152654435,0.9716077613783318,11.152444444444443,0.015095945072332011,0.0,900,958,1.0,1.0644444444444445,0.06444444444444444,0.6847599164926931,0.5488340258598328,0.6453768684911747,0.09085192879553028,9.07714033126831
Human-only benchmark,9,20269902,1.0,0.0,0.0,1.0,0.0,0.5890979992241417,0.4308888888888889,0.6412852871232887,0.08354710356060614,0.9868423822511605,0.10355274654778082,0.0,0.578143253326416,0.4500218403339386,0.05851024208566109,4.7131529210408525,0.9778107416670708,10.988444444444445,0.013367558079097301,0.0,900,945,1.0,1.05,0.05,0.7037037037037037,0.5498554706573486,0.6508855152418219,0.08026377343101632,9.264811992645264
Human-only benchmark,10,20270911,1.0,0.0,0.0,1.0,0.0,0.5652845930279531,0.3644444444444445,0.6139950569364427,0.08674714287985981,0.9898435433961581,0.10724182392052858,0.0,0.5576374793052673,0.4508717000484467,0.0590391061452514,4.764733501911164,0.9744398152603857,11.223111111111109,0.012997449407275354,0.0,900,953,1.0,1.058888888888889,0.058888888888888886,0.6998950682056663,0.5546082854270935,0.6236155046622203,0.08347024225555888,9.056380033493042
Human-only benchmark,11,20271920,1.0,0.0,0.0,1.0,0.0,0.5905616013656803,0.43111111111111106,0.6447143416189016,0.09326684519774255,0.9893498202639556,0.10663531127400308,0.0,0.5807994294166565,0.449522111415863,0.05864432029795157,4.718707901689741,0.9799323777672204,11.021333333333335,0.014752062045347453,0.0,900,947,1.0,1.0522222222222222,0.052222222222222225,0.7074973600844773,0.5484080910682678,0.6544441822567775,0.08949135770652772,8.674407720565796
Human-only benchmark,12,20272929,1.0,0.0,0.0,1.0,0.0,0.5935234490768678,0.4362222222222223,0.6458880446725437,0.08384588651678669,0.9864846723651927,0.10179849485561825,0.0,0.5831534218788147,0.4495084488391876,0.0586765983860956,4.7210691582891675,0.9777883036867497,10.988888888888889,0.013700026977385215,0.0,900,951,1.0,1.0566666666666666,0.056666666666666664,0.7013669821240799,0.5489266514778137,0.6554990600386028,0.08030172469983277,8.816332578659058
Human-only benchmark,13,20273938,1.0,0.0,0.0,1.0,0.0,0.5837697096211747,0.41577777777777775,0.6367624548842717,0.0919248123311825,0.9900356531757042,0.10646962269236347,0.0,0.5763755750656128,0.4546604037284851,0.05816759776536313,4.733841216299269,0.9749054343539335,10.979999999999997,0.014260970111802653,0.0,900,940,1.0,1.0444444444444445,0.044444444444444446,0.7404255319148936,0.5540245175361633,0.6465193255142915,0.08820012002065192,9.054479598999023
Human-only benchmark,14,20274947,1.0,0.0,0.0,1.0,0.0,0.5904447829406692,0.4288888888888889,0.6446796763766999,0.08948189351083741,0.9909141120313951,0.1031255980612088,0.0,0.5797894072532653,0.4443679654598236,0.05928491620111732,4.715470147609711,0.9765434918992858,11.28,0.014249837733618057,0.0,900,960,1.0,1.0666666666666667,0.06666666666666667,0.6833333333333333,0.544682502746582,0.6543468087421874,0.08584888991172002,8.91696310043335
Human-only benchmark,15,20275956,1.0,0.0,0.0,1.0,0.0,0.5826812384248017,0.41133333333333333,0.6320622814397975,0.08462372168907197,0.98854825913505,0.1031769802317572,0.0,0.5741720414161682,0.45172115445137023,0.05791930477963997,4.6831585455470615,0.972305860604433,11.05288888888889,0.013673150559076634,0.0,900,936,1.0,1.04,0.04,0.719017094017094,0.5505538582801819,0.6417514844965242,0.08121961366642294,8.797903537750244
Human-only benchmark,16,20276965,1.0,0.0,0.0,1.0,0.0,0.5903183854069389,0.443111111111111,0.6401290584603767,0.08731807750304607,0.9888738606938787,0.10360949690933291,0.0,0.5795737814903259,0.4479667544364929,0.05826194909993793,4.671685019281176,0.9749803579964262,11.146666666666668,0.0138401699299398,0.0,900,941,1.0,1.0455555555555556,0.04555555555555556,0.7035069075451648,0.54668790102005,0.6497946547536748,0.08400483092744526,8.515467882156372
Human-only benchmark,17,20277974,1.0,0.0,0.0,1.0,0.0,0.5753481235845018,0.3957777777777778,0.6245155427746844,0.08763267908802519,0.9902944741735741,0.10758984051418206,0.0,0.567014524936676,0.44610962629318235,0.05929236499068901,4.7345853347248505,0.9784306209117442,11.201777777777776,0.013514446650063459,0.0,900,959,1.0,1.0655555555555556,0.06555555555555556,0.6861313868613139,0.5481071472167969,0.6341443015349094,0.08408127481118144,8.398977994918823
Human-only benchmark,18,20278983,1.0,0.0,0.0,1.0,0.0,0.5870629723138518,0.428,0.6400103889639097,0.09640371050134246,0.9895513261443702,0.10880839660327218,0.0,0.5790442037582397,0.4520678102970123,0.058343885785226576,4.7211169584062365,0.9702516475587437,11.010222222222222,0.015211191491378766,0.0,900,942,1.0,1.0466666666666666,0.04666666666666667,0.7239915074309978,0.5513353943824768,0.6498943211791091,0.09263967310168808,8.538095235824585
Human-only benchmark,19,20279992,1.0,0.0,0.0,1.0,0.0,0.5814723102272905,0.4137777777777778,0.6312299376638304,0.09401693057179376,0.9885083225108704,0.10921073235429903,0.0,0.5700920724868774,0.45058305382728575,0.058706393544382375,4.734894274658627,0.9719160486789938,11.175111111111113,0.014546503084595278,0.0,900,948,1.0,1.0533333333333332,0.05333333333333334,0.6962025316455697,0.5502431392669678,0.6410339134097872,0.09030742725929497,8.712861776351929
Human-only benchmark,20,20281001,1.0,0.0,0.0,1.0,0.0,0.5835122647744511,0.4015555555555556,0.6354644984343153,0.08495239308109402,0.9900502053348572,0.10344391065468006,0.0,0.5734406566619873,0.4506729245185852,0.058599627560521415,4.727114104482862,0.9750029184083813,11.127555555555555,0.013199061317545904,0.0,900,948,1.0,1.0533333333333332,0.05333333333333334,0.7078059071729957,0.551608681678772,0.6449671273555911,0.08138260285646837,8.322057485580444
Human-only benchmark,21,20282010,1.0,0.0,0.0,1.0,0.0,0.601447207170527,0.46688888888888885,0.654723810744556,0.08955871942592218,0.9910360944746808,0.10214009288689845,0.0,0.5906864786148072,0.4517062759399414,0.05766356300434513,4.662311838150025,0.9761478864208789,10.944888888888888,0.014548795433518138,0.0,900,933,1.0,1.0366666666666666,0.03666666666666667,0.7288317256162915,0.5479299426078796,0.6644113807729264,0.08575350681105309,8.259213924407959
Human-only benchmark,22,20283019,1.0,0.0,0.0,1.0,0.0,0.5897540925248329,0.44111111111111106,0.640192569793737,0.08953005672638664,0.9910612102376732,0.10529586839923312,0.0,0.5789014220237731,0.45278972864151,0.0583140906269398,4.726234682348039,0.9736018444961344,11.116888888888889,0.01393686234568135,0.0,900,942,1.0,1.0466666666666666,0.04666666666666667,0.7154989384288747,0.5526276230812073,0.6499053391213145,0.08584475632261301,8.786730289459229
Human-only benchmark,23,20284028,1.0,0.0,0.0,1.0,0.0,0.6006845065959728,0.46177777777777784,0.6520588094316083,0.08377298083120202,0.9904016170557426,0.0995575402141489,0.0,0.5886759448051453,0.44426828503608706,0.058182495344506514,4.626831489298079,0.9737996778314553,11.052444444444445,0.013698117580310993,0.0,900,939,1.0,1.0433333333333332,0.043333333333333335,0.6645367412140575,0.5413119792938232,0.6616632655022453,0.08024181529144037,8.803507328033447
Human-only benchmark,24,20285037,1.0,0.0,0.0,1.0,0.0,0.5920974722895612,0.4393333333333333,0.6449771558409766,0.08211516210841598,0.9900753661644844,0.10107157067175343,0.0,0.5825818467140198,0.4490730726718903,0.058393544382371196,4.693894189039866,0.9823541275691319,11.104,0.013724614666108621,0.0,900,941,1.0,1.0455555555555556,0.04555555555555556,0.69394261424017,0.5479711294174194,0.6546300929854837,0.07862238459559978,8.41934609413147
