condition,ai_access_mean,ai_reliability,verification_support,peer_response_probability,metric,mean,ci_low,ci_high,n
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_ai_trust,0.4514284228218923,0.45099578293500936,0.4518610627087752,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_peer_trust,0.5579398247003555,0.5549886458718337,0.5608910035288773,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_tie_strength,0.439137889444828,0.4379652152489323,0.44031056364072374,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_network_density,0.05730850403476097,0.057142106720004235,0.0574749013495177,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_weighted_degree,4.504632412534289,4.491680048496804,4.517584776571775,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_recent_active_tie_fraction,0.9302946782471446,0.9277890792549666,0.9328002772393227,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_unique_peer_partners,10.669133333333331,10.628418155967136,10.709848510699526,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_peer_marginal,0.012950377937877632,0.012603184141250117,0.013297571734505147,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,edge_count_ratio,1.0280555555555557,1.0247802367829228,1.0313308743281886,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,new_edge_ratio,0.028055555555555528,0.02478023678292259,0.03133087432818847,20
A0.60_R0.55_V0.70_P0.90,0.6,0.55,0.7,0.9,strong_tie_fraction,0.655171732837877,0.6479831170364352,0.6623603486393188,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_peer_share,0.41242222222222213,0.4079829978725765,0.41686144657186774,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_ai_share,0.3446444444444444,0.34049858656400833,0.3487903023248805,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_hybrid_share,0.2429333333333333,0.23940583212991454,0.24646083453675208,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_human_interaction_rate,0.6553555555555557,0.6512096976751196,0.6595014134359918,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_ai_use_rate,0.5875777777777779,0.5831385534281323,0.5920170021274235,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_quality,0.5815626586733944,0.5784143771640868,0.584710940182702,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_success_rate,0.40842222222222224,0.39899660357311856,0.4178478408713259,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_knowledge,0.6397859623572774,0.6356967849552377,0.643875139759317,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_knowledge_gini,0.08410467514695845,0.08203123097967073,0.08617811931424617,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_knowledge_rank_corr_with_initial,0.9911048778627182,0.9904929273560306,0.9917168283694058,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_performance_gini,0.10237841938008141,0.10121947823132492,0.1035373605288379,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_ai_trust,0.5687177399475494,0.568337555890514,0.5690979240045847,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_peer_trust,0.561396252989769,0.5586387278222642,0.5641537781572739,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_tie_strength,0.4343242098689079,0.43318830062931013,0.4354601191085057,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_network_density,0.05750391061452511,0.05732202458431052,0.0576857966447397,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_weighted_degree,4.4704646137422985,4.455304268926522,4.485624958558075,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_recent_active_tie_fraction,0.914041293279529,0.911858257017459,0.9162243295415989,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_unique_peer_partners,10.962777777777777,10.923005052922532,11.002550502633023,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_peer_marginal,0.008691800766459201,0.00834903670986376,0.009034564823054642,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,edge_count_ratio,1.0316111111111113,1.0281351015035636,1.035087120718659,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,new_edge_ratio,0.03161111111111106,0.028135101503563374,0.03508712071865875,20
A0.60_R0.74_V0.30_P0.60,0.6,0.74,0.3,0.6,strong_tie_fraction,0.6311405986658951,0.6246550607432808,0.6376261365885094,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_peer_share,0.4129555555555555,0.408141266157597,0.41776984495351405,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_ai_share,0.3433222222222222,0.3374866689235771,0.3491577755208673,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_hybrid_share,0.24372222222222223,0.23929983279661748,0.24814461164782697,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_human_interaction_rate,0.6566777777777777,0.6508422244791326,0.6625133310764227,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_ai_use_rate,0.5870444444444446,0.582230155046486,0.5918587338424032,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_quality,0.5816203515422308,0.5787534764901012,0.5844872265943604,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_success_rate,0.4075444444444444,0.3987337823262869,0.41635510656260183,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_knowledge,0.6399358563763048,0.635824278609343,0.6440474341432666,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_knowledge_gini,0.08412946176262517,0.08206906192217413,0.08618986160307622,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_knowledge_rank_corr_with_initial,0.9912229947966319,0.9906644195303003,0.9917815700629635,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_performance_gini,0.10282376910631949,0.10162044502078865,0.10402709319185033,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_ai_trust,0.5691107779758886,0.568709720589562,0.5695118353622152,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_peer_trust,0.5621570057868958,0.5593127906446191,0.5650012209291724,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_tie_strength,0.4358637967109679,0.4347249185389201,0.43700267488301575,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_network_density,0.056912725015518265,0.056820188529684686,0.057005261501351844,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_weighted_degree,4.440242130382856,4.42870034775386,4.451783913011853,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_recent_active_tie_fraction,0.9150467237018972,0.9117768756398482,0.9183165717639462,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_unique_peer_partners,10.629555555555555,10.597633125966206,10.661477985144904,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_peer_marginal,0.008690423597496052,0.008405759632431712,0.008975087562560392,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,edge_count_ratio,1.020222222222222,1.0182648318871335,1.0221796125573104,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,new_edge_ratio,0.02022222222222218,0.018264831887133758,0.022179612557310602,20
A0.60_R0.74_V0.30_P0.90,0.6,0.74,0.3,0.9,strong_tie_fraction,0.6369806388021104,0.6303069792039914,0.6436542984002295,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_peer_share,0.4038666666666666,0.399371053055771,0.4083622802775622,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_ai_share,0.34263333333333335,0.3374891684537674,0.34777749821289927,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_hybrid_share,0.2535,0.2500379396168168,0.2569620603831832,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_human_interaction_rate,0.6573666666666667,0.6522225017871007,0.6625108315462326,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_ai_use_rate,0.5961333333333335,0.591637719722438,0.6006289469442291,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_quality,0.5838792106539195,0.5805859303659573,0.5871724909418816,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_success_rate,0.4132666666666666,0.4040937506280275,0.42243958270530574,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_knowledge,0.6407674043938286,0.6367165300258173,0.64481827876184,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_knowledge_gini,0.0836686873817745,0.08154896768717813,0.08578840707637088,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_knowledge_rank_corr_with_initial,0.9908480903126964,0.9902557058230155,0.9914404748023773,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_performance_gini,0.1020945999195082,0.10101389773722962,0.10317530210178678,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_ai_trust,0.5688842573481405,0.5683181146874967,0.5694504000087843,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_peer_trust,0.5620249129533768,0.559258026932519,0.5647917989742345,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_tie_strength,0.4347113519310951,0.43357086742635864,0.4358518364358316,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_network_density,0.05740049658597142,0.057236262816549345,0.057564730355393494,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_weighted_degree,4.466395230102539,4.452110370559455,4.480680089645623,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_recent_active_tie_fraction,0.9177696554607706,0.9151519674710701,0.9203873434504711,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_unique_peer_partners,10.928866666666668,10.89484556272186,10.962887770611475,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_peer_marginal,0.008663137378328885,0.008426372069436836,0.008899902687220934,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,edge_count_ratio,1.0298888888888889,1.0268997192153204,1.0328780585624573,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,new_edge_ratio,0.029888888888888843,0.026899719215320497,0.032878058562457194,20
A0.60_R0.74_V0.70_P0.60,0.6,0.74,0.7,0.6,strong_tie_fraction,0.6321063690209978,0.623992725760915,0.6402200122810806,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_peer_share,0.40263333333333334,0.39708659314266903,0.40818007352399766,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_ai_share,0.34428888888888887,0.34020930832183766,0.3483684694559401,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_hybrid_share,0.25307777777777773,0.24879861657493282,0.2573569389806226,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_human_interaction_rate,0.6557111111111111,0.65163153054406,0.6597906916781623,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_ai_use_rate,0.5973666666666665,0.5918199264760021,0.6029134068573309,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_quality,0.5838595545515,0.5807924719321754,0.5869266371708245,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_success_rate,0.41367777777777776,0.4051988240193942,0.4221567315361613,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_knowledge,0.6408734026048821,0.6368155572023466,0.6449312480074176,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_knowledge_gini,0.08355523891567743,0.08151360961599173,0.08559686821536312,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_knowledge_rank_corr_with_initial,0.9906964533723304,0.9900894647164402,0.9913034420282205,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_performance_gini,0.10190780100905261,0.1008083998925125,0.10300720212559272,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_ai_trust,0.5690262582345116,0.5684579275813247,0.5695945888876984,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_peer_trust,0.5625496060848236,0.5597600283998081,0.5653391837698392,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_tie_strength,0.43629828983545293,0.43514212460071994,0.43745445507018593,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_network_density,0.05681887026691492,0.05669974063196606,0.05693799990186378,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_weighted_degree,4.437326973406474,4.425544237492787,4.449109709320162,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_recent_active_tie_fraction,0.917449591273121,0.9154913772382919,0.9194078053079501,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_unique_peer_partners,10.583044444444445,10.536721171751582,10.629367717137308,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_peer_marginal,0.008900793072176384,0.008558658039412808,0.009242928104939959,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,edge_count_ratio,1.0182222222222221,1.0160393282758444,1.0204051161685999,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,new_edge_ratio,0.018222222222222174,0.016039328275844426,0.020405116168599923,20
A0.60_R0.74_V0.70_P0.90,0.6,0.74,0.7,0.9,strong_tie_fraction,0.6392140851318298,0.6313318331541095,0.6470963371095501,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_peer_share,0.3660666666666666,0.36210560968565314,0.37002772364768005,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_ai_share,0.39294444444444443,0.38845548722010287,0.397433401668786,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_hybrid_share,0.24098888888888886,0.23707055061319648,0.24490722716458124,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_human_interaction_rate,0.6070555555555557,0.6025665983312141,0.6115445127798973,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_ai_use_rate,0.6339333333333335,0.62997227635232,0.6378943903143469,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_quality,0.6101229690839084,0.607486413139929,0.6127595250278878,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_success_rate,0.49075555555555556,0.48226721208114004,0.49924389902997107,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_knowledge,0.6638541529104369,0.6602295859423519,0.6674787198785219,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_knowledge_gini,0.07346141746725227,0.07162403170883581,0.07529880322566872,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_knowledge_rank_corr_with_initial,0.982664158577036,0.9815319237968885,0.9837963933571836,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_performance_gini,0.092029567668158,0.0912035793065209,0.09285555602979509,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_ai_trust,0.6682867913771992,0.6677836396998337,0.6687899430545646,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_peer_trust,0.5682318023443222,0.565689420676631,0.5707741840120135,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_tie_strength,0.43196280032396317,0.43082157659684495,0.4331040240510814,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_network_density,0.05703885785226563,0.056929971870332656,0.05714774383419861,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_weighted_degree,4.41022397860686,4.398633271552098,4.421814685661621,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_recent_active_tie_fraction,0.8971751513857896,0.8938507136685884,0.9004995891029909,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_unique_peer_partners,10.874422222222224,10.822883162077147,10.9259612823673,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_peer_marginal,0.00455914331093099,0.004251575865693052,0.0048667107561689285,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,edge_count_ratio,1.0229444444444444,1.0207952252104109,1.025093663678478,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,new_edge_ratio,0.022944444444444406,0.020795225210410884,0.02509366367847793,20
A0.60_R0.90_V0.30_P0.60,0.6,0.9,0.3,0.6,strong_tie_fraction,0.6163909879420564,0.6083774533548143,0.6244045225292985,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_peer_share,0.3682777777777777,0.36380546508386946,0.37275009047168595,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_ai_share,0.39081111111111105,0.3856511448713988,0.3959710773508233,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_hybrid_share,0.24091111111111102,0.23684777840259782,0.24497444381962422,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_human_interaction_rate,0.609188888888889,0.6040289226491767,0.6143488551286013,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_ai_use_rate,0.6317222222222223,0.627249909528314,0.6361945349161305,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_quality,0.6095085256465917,0.6068273241997141,0.6121897270934694,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_success_rate,0.4885222222222222,0.4800793470341664,0.496965097410278,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_knowledge,0.6638785299654492,0.6602551284169701,0.6675019315139282,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_knowledge_gini,0.07360364064211306,0.07170542654375901,0.0755018547404671,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_knowledge_rank_corr_with_initial,0.9827182091468979,0.9815921333901023,0.9838442849036935,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_performance_gini,0.09223737944706044,0.09145274078739384,0.09302201810672704,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_ai_trust,0.667935598955651,0.6674523727591221,0.66841882515218,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_peer_trust,0.5685491387844086,0.5658295215322846,0.5712687560365326,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_tie_strength,0.43295522123575214,0.43175158991807083,0.43415885255343345,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_network_density,0.056658100558659184,0.05656539826830832,0.056750802849010046,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_weighted_degree,4.390856535371144,4.380507309985558,4.4012057607567305,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_recent_active_tie_fraction,0.8998055546030639,0.8969340650350512,0.9026770441710765,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_unique_peer_partners,10.580288888888887,10.541008432694637,10.619569345083137,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_peer_marginal,0.004914436475708721,0.004618894930457592,0.00520997802095985,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,edge_count_ratio,1.0154444444444441,1.0137082319001924,1.0171806569886959,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,new_edge_ratio,0.015444444444444403,0.013708231900192732,0.017180656988696075,20
A0.60_R0.90_V0.30_P0.90,0.6,0.9,0.3,0.9,strong_tie_fraction,0.6244403212625182,0.6165225566483978,0.6323580858766387,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_peer_share,0.35648888888888886,0.35190757567031883,0.3610702021074589,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_ai_share,0.3869888888888889,0.38289101618386356,0.3910867615939142,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_hybrid_share,0.25652222222222215,0.25290552363281854,0.26013892081162576,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_human_interaction_rate,0.6130111111111111,0.6089132384060858,0.6171089838161363,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_ai_use_rate,0.6435111111111111,0.6389297978925411,0.6480924243296812,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_quality,0.6118831990641256,0.6092428505286671,0.614523547599584,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_success_rate,0.49531111111111104,0.4860902340838772,0.5045319881383449,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_knowledge,0.665044792852869,0.6614479777160436,0.6686416079896944,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_knowledge_gini,0.0731302717978036,0.07124932986049483,0.07501121373511237,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_knowledge_rank_corr_with_initial,0.9824141712935648,0.9813215733002819,0.9835067692868477,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_performance_gini,0.09180021510118805,0.09097072326535964,0.09262970693701646,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_ai_trust,0.6679908109886507,0.6673645422332913,0.66861707974401,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_peer_trust,0.5689575855731963,0.5665315122411306,0.571383658905262,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_tie_strength,0.43220661199092864,0.4310406283881377,0.43337259559371955,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_network_density,0.05707051520794534,0.05691527436355738,0.05722575605233329,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_weighted_degree,4.415144157610999,4.4026140581510536,4.427674257070944,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_recent_active_tie_fraction,0.9004291772899038,0.8978732010395585,0.9029851535402491,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_unique_peer_partners,10.870977777777778,10.819909854738883,10.922045700816673,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_peer_marginal,0.00511470713981261,0.004895158643798544,0.005334255635826676,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,final_mean_ai_availability_probability,0.9130001396225707,0.9119007619146877,0.9140995173304536,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,edge_retention_ratio,1.0,1.0,1.0,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,edge_count_ratio,1.0231111111111109,1.0202748841022895,1.0259473381199322,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,new_edge_ratio,0.02311111111111106,0.020274884102289663,0.02594733811993246,20
A0.60_R0.90_V0.70_P0.60,0.6,0.9,0.7,0.6,strong_tie_fraction,0.6190075842277813,0.6108897786214804,0.6271253898340823,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_peer_share,0.36258888888888885,0.357886564418935,0.3672912133588427,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_ai_share,0.38355555555555554,0.3779312791134086,0.38917983199770245,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_hybrid_share,0.25385555555555556,0.25022644301898633,0.2574846680921248,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_human_interaction_rate,0.6164444444444444,0.6108201680022974,0.6220687208865913,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_ai_use_rate,0.6374111111111109,0.6327087866411572,0.6421134355810647,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_mean_quality,0.61209157820178,0.6094709197885283,0.6147122366150316,20
A0.60_R0.90_V0.70_P0.90,0.6,0.9,0.7,0.9,final_success_rate,0.49499999999999994,0.48627987431123,0.5037201256887699,20
