factor,level,multiplier,replication,seed,final_peer_share,final_ai_share,final_hybrid_share,final_human_interaction_rate,final_ai_use_rate,final_mean_quality,final_success_rate,final_mean_knowledge,final_knowledge_gini,final_knowledge_rank_corr_with_initial,final_performance_gini,final_mean_ai_trust,final_mean_peer_trust,final_mean_tie_strength,final_network_density,final_mean_weighted_degree,final_recent_active_tie_fraction,final_mean_unique_peer_partners,final_mean_peer_marginal,final_mean_ai_availability_probability,initial_edge_count,final_edge_count,edge_retention_ratio,edge_count_ratio,new_edge_ratio,strong_tie_fraction,initial_mean_tie,final_mean_skill,final_skill_gini,runtime_seconds
reference,reference,1.0,10,20270911,0.39844444444444443,0.354,0.24755555555555556,0.6459999999999999,0.6015555555555556,0.5772908579346262,0.3893333333333333,0.6295604237555638,0.07551120245021506,0.9877530304539386,0.10068700545207879,0.5926922532382132,0.5521100115776062,0.43682883739471434,0.05703041589075109,4.459324511686961,0.9141891939946091,10.722666666666667,0.006180379768356401,0.9107116527985564,900,919,1.0,1.021111111111111,0.021111111111111112,0.6376496191512514,0.5546082854270935,0.63909715232397,0.07224222454614337,10.043341159820557
reference,reference,1.0,11,20271920,0.39644444444444443,0.356888888888889,0.24666666666666665,0.6431111111111111,0.6035555555555555,0.5953711741046966,0.4477777777777778,0.6527907258197234,0.08355730208977849,0.9888404165951296,0.09886454163344612,0.596822081489749,0.567782371044159,0.4342624831199646,0.05680446927374302,4.41553220240275,0.9097715866523033,10.59911111111111,0.008147592924558977,0.9145940983463717,900,916,1.0,1.0177777777777777,0.017777777777777778,0.6331877729257642,0.5484080910682678,0.6620022749455688,0.08002342646075711,10.38245439529419
reference,reference,1.0,12,20272929,0.38666666666666666,0.3586666666666667,0.2546666666666667,0.6413333333333334,0.6133333333333334,0.5975267620964417,0.4506666666666667,0.6543496138517407,0.07610342197365645,0.9875329484280865,0.09685832605780675,0.5945706511121451,0.5688910865783692,0.434173629283905,0.05698075729360646,4.428265066199833,0.9134936482136159,10.740444444444444,0.008619966314958798,0.9129118164526376,900,920,1.0,1.0222222222222221,0.022222222222222223,0.6184782608695653,0.5489266514778137,0.6634736658194235,0.07277699548310435,10.376408338546753
reference,reference,1.0,13,20273938,0.39644444444444443,0.35533333333333333,0.24822222222222223,0.6446666666666667,0.6035555555555555,0.5920796384876761,0.43422222222222223,0.6477041549398865,0.08029262968212851,0.9909334528970172,0.0975017875121321,0.5941850175591544,0.5645863437652587,0.43821608304977416,0.05682433271260088,4.457259447892508,0.9098645043752799,10.673333333333332,0.007954671008521298,0.9108957041816724,900,918,1.0,1.02,0.02,0.6568627450980392,0.5540245175361633,0.6571121058142303,0.07672579716989825,10.227654933929443
reference,reference,1.0,14,20274947,0.38955555555555565,0.3471111111111111,0.2633333333333333,0.652888888888889,0.6104444444444445,0.5929237373154955,0.4408888888888889,0.6537561406402302,0.08002694506456122,0.9900665733306266,0.09801740591013947,0.5929299253962348,0.5679287719726562,0.4309702730178833,0.05692364990689014,4.391282226032681,0.928419548936723,10.693777777777777,0.007965793249626289,0.9153292972771047,900,918,1.0,1.02,0.02,0.6100217864923747,0.544682502746582,0.6629601577231417,0.07668756537470234,10.799293041229248
reference,reference,1.0,15,20275956,0.3862222222222222,0.3575555555555555,0.2562222222222222,0.6424444444444444,0.6137777777777778,0.5889453468981781,0.4228888888888889,0.6429904561229107,0.07573485216229542,0.9874842732672157,0.09777673914324649,0.5942933042435408,0.5615235185623169,0.4350480103492737,0.05691123525760398,4.431847222010294,0.9069849133989704,10.595111111111112,0.00751991628990433,0.912616623236513,900,918,1.0,1.02,0.02,0.6339869281045751,0.5505538582801819,0.6522588351858112,0.07240958748388904,10.553917169570923
reference,reference,1.0,16,20276965,0.39488888888888896,0.3604444444444445,0.24466666666666664,0.6395555555555555,0.6051111111111112,0.5904561045611526,0.4268888888888889,0.6475608978191013,0.07922555854341388,0.9895476004651478,0.10000656391822872,0.5935208363996834,0.5669514942169189,0.4335120701789856,0.05668777157045314,4.398877010292477,0.9141081533214617,10.712444444444444,0.007347224091644179,0.9088266606771636,900,914,1.0,1.0155555555555555,0.015555555555555555,0.6345733041575492,0.54668790102005,0.6566102832397306,0.07597898946834203,10.563673973083496
reference,reference,1.0,17,20277974,0.3804444444444444,0.3708888888888889,0.24866666666666665,0.6291111111111111,0.6195555555555555,0.5819658503942968,0.3986666666666667,0.6367373508469626,0.07528936299055199,0.9869869182513384,0.09702738978319479,0.5943810874570832,0.5576737976074219,0.43257171511650083,0.05677219118559901,4.39585739909278,0.904966201617199,10.581333333333335,0.0063729820581346465,0.9173601563940127,900,915,1.0,1.0166666666666666,0.016666666666666666,0.6306010928961748,0.5481071472167969,0.6460343255508707,0.07193341428895783,10.40379023551941
reference,reference,1.0,18,20278983,0.3962222222222222,0.36244444444444446,0.24133333333333332,0.6375555555555555,0.6037777777777777,0.5923297754101146,0.43822222222222224,0.6509326350215362,0.08501906129252766,0.9889454652975118,0.10245520195583864,0.5948489376267868,0.5666837453842163,0.4357547378540039,0.05707014276846681,4.451388856357998,0.9089263160975107,10.811555555555556,0.008058548292019968,0.9117353998679719,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6438653637350705,0.5513353943824768,0.6601772793146773,0.08148475021102941,10.166452169418335
reference,reference,1.0,19,20279992,0.39044444444444437,0.348,0.26155555555555554,0.652,0.6095555555555556,0.5843122705832022,0.4137777777777778,0.641854698410269,0.08443539929254971,0.9901716270593566,0.10193031070044205,0.5918545168340168,0.5593271923065185,0.43428953886032107,0.057420235878336445,4.4635857567257355,0.9161121860465903,10.719111111111113,0.00826846510147823,0.9147021966600078,900,929,1.0,1.0322222222222222,0.03222222222222222,0.6372443487621098,0.5502431392669678,0.6511477650194338,0.08086659616716285,10.445027351379395
