step,difficulty,mean_quality,mean_knowledge,mean_trust_ai,mean_trust_peer,mean_performance,peer_events,ai_events,hybrid_events,success_rate,avg_tie_strength,HIRI,AMR,gini_performance,scenario,replication
48,0.30125594527233196,0.3529505518002701,0.790231444335799,0.0,0.011375000000000001,9.837423894788136,56,15,49,0.26666666666666666,0.6536877581827698,1.0194174757281553,0.5333333333333333,0.1196528337582092,baseline_human_only,7
49,0.5972996180367243,0.25790911561784946,0.7961943859225594,0.0,0.009083333333333336,10.095333010405986,52,14,54,0.10833333333333334,0.6482169248494365,1.029126213592233,0.5666666666666667,0.11936493392954699,baseline_human_only,7
50,0.6133139456234282,0.29634852727229827,0.8041537805358601,0.0,0.007875,10.391681537678283,72,13,35,0.1,0.6426335915161031,1.0388349514563107,0.4,0.1190183483565877,baseline_human_only,7
51,0.7926111047561128,0.18491953724929988,0.8083591717647091,0.0,0.0045000000000000005,10.576601074927584,49,20,51,0.025,0.6356044248494365,0.970873786407767,0.5916666666666667,0.1188175291972532,baseline_human_only,7
52,0.8935403153344663,0.18975771205951614,0.8132664196492362,0.0,0.001916666666666667,10.766358786987098,58,13,49,0.0,0.6275960915161032,1.0388349514563107,0.5166666666666667,0.11804315154282502,baseline_human_only,7
53,0.8870116494981346,0.18988000342411387,0.8180761260247154,0.0,0.0002500000000000001,10.956238790411213,59,13,48,0.0,0.6195044248494365,1.0388349514563107,0.5083333333333333,0.11804731491230645,baseline_human_only,7
54,0.3026792628162682,0.36639276549783756,0.8258185468114231,0.0,0.012208333333333337,11.322631555909052,57,17,46,0.3416666666666667,0.6196419248494365,1.0,0.525,0.11630855134053222,baseline_human_only,7
55,0.7602664246360891,0.23685309458693105,0.8314954316717433,0.0,0.003541666666666667,11.559484650495982,64,16,40,0.03333333333333333,0.6124752581827697,1.0097087378640777,0.4666666666666667,0.11679567647421946,baseline_human_only,7
56,0.8794370312136708,0.19003021450516253,0.8352202128359839,0.0,0.0009166666666666668,11.749514865001144,51,17,52,0.016666666666666666,0.6049502581827698,1.0,0.575,0.11730618795584646,baseline_human_only,7
57,0.8417948969382276,0.2150490787284717,0.8401848395012403,0.0,0.0002916666666666667,11.964563943729615,63,17,40,0.008333333333333333,0.5971085915161031,1.0,0.475,0.11679134402522669,baseline_human_only,7
58,0.7362889876330425,0.23823273140262483,0.8455040976682969,0.0,0.0032083333333333334,12.202796675132243,56,12,52,0.09166666666666666,0.5910169248494365,1.0485436893203883,0.5333333333333333,0.11726276365420268,baseline_human_only,7
59,0.4497857369330562,0.32214138341962817,0.8513606945096157,0.0,0.008750000000000003,12.524938058551868,55,10,55,0.2,0.5875752581827699,1.0679611650485437,0.5416666666666666,0.11596221813276664,baseline_human_only,7
60,0.3437168860898974,0.3558118318897243,0.8575356651968397,0.0,0.015250000000000001,12.880749890441592,56,16,48,0.3,0.5864169248494364,1.0097087378640777,0.5333333333333333,0.11565782420731167,baseline_human_only,7
1,0.8190875640208899,0.15308952282462657,0.5260856017583452,0.4986945461951346,0.5274660342041485,0.15308952282462657,58,17,45,0.0,0.9931878370524835,1.0,0.5166666666666667,0.3106363439353163,baseline_human_only,8
2,0.6112029016804572,0.22072311843948042,0.5316070740208844,0.4728775576388139,0.4824660342041484,0.373812641264107,58,12,50,0.0,0.9882378370524836,1.0485436893203883,0.5166666666666667,0.20957693974318722,baseline_human_only,8
3,0.3300424902268933,0.3078962864484749,0.5389527280129187,0.44579422430548055,0.44084103420414844,0.681708927712582,55,15,50,0.025,0.9840003370524836,1.0194174757281553,0.5416666666666666,0.16166594031009474,baseline_human_only,8
4,0.5358504968153035,0.2498539238546325,0.5455141349635331,0.42142256606017486,0.3945751824180608,0.9315628515672143,61,7,52,0.008333333333333333,0.9790128370524835,1.0970873786407767,0.49166666666666664,0.1482310278504397,baseline_human_only,8
5,0.8534196435441976,0.1343070621982843,0.5489851606944794,0.3972558993935082,0.34915851575139406,1.0658699137654988,61,10,49,0.0,0.9708045037191503,1.0679611650485437,0.49166666666666664,0.15209523513370596,baseline_human_only,8
6,0.7860160242611283,0.14953465162818275,0.5529225864584174,0.3726725660601749,0.3045751824180608,1.2154045653936814,60,12,48,0.0,0.9627295037191501,1.0485436893203883,0.5,0.15411112717832845,baseline_human_only,8
7,0.4763015496962381,0.25238340102387197,0.5601621559519272,0.352206052095422,0.25970619747369156,1.4677879664175535,68,9,43,0.008333333333333333,0.9549586703858169,1.0776699029126213,0.43333333333333335,0.14222090316975405,baseline_human_only,8
8,0.793110587145613,0.15874887551748723,0.5645361278443156,0.32877910919560027,0.21602139745046986,1.6265368419350403,62,9,49,0.0,0.9471003370524836,1.0776699029126213,0.48333333333333334,0.1497472294752562,baseline_human_only,8
9,0.6360954264359981,0.1891478684916186,0.5695512475286256,0.3039348648684473,0.17831213789669675,1.815684710426659,58,19,43,0.0,0.9394295037191502,0.9805825242718447,0.5166666666666667,0.15038443720344746,baseline_human_only,8
10,0.30064361362695824,0.2897884051826026,0.5761371617109518,0.27719637704606437,0.1445233506905055,2.105473115609262,52,14,54,0.016666666666666666,0.9318920037191502,1.029126213592233,0.5666666666666667,0.1383682786156866,baseline_human_only,8
11,0.7298441606309622,0.1439153579807557,0.5799391209005513,0.2514582893220922,0.1126756567146222,2.249388473590017,54,23,43,0.0,0.9242170037191502,0.941747572815534,0.55,0.1401642516025912,baseline_human_only,8
12,0.554326662104004,0.21003781236225916,0.5853898224605623,0.22623029734530556,0.0841574274551156,2.4594262859522766,53,19,48,0.0,0.9163170037191503,0.9805825242718447,0.5583333333333333,0.13829893134450477,baseline_human_only,8
13,0.6002902905950305,0.18983231908569356,0.5906268274734235,0.2011398462244401,0.059226723674531585,2.6492586050379705,55,15,50,0.0,0.9081295037191502,1.0194174757281553,0.5416666666666666,0.13836946082995324,baseline_human_only,8
14,0.3294123184610556,0.29202842628493525,0.5984229428978486,0.17933121978814773,0.041632346181122534,2.9412870313229056,61,13,46,0.03333333333333333,0.9007211703858168,1.0388349514563107,0.49166666666666664,0.13017442800127352,baseline_human_only,8
15,0.7720967578643836,0.1269863633446582,0.6018901722991231,0.15791675784966686,0.027966491343658913,3.0682733946675635,56,13,51,0.0,0.8926503370524835,1.0388349514563107,0.5333333333333333,0.1294882575237201,baseline_human_only,8
16,0.5896396099742963,0.18791259845640998,0.6072696209162269,0.13875711677281022,0.01778554847346673,3.2561859931239736,58,13,49,0.0,0.8845378370524835,1.0388349514563107,0.5166666666666667,0.1299476354238895,baseline_human_only,8
17,0.8361627354926389,0.11906933455991696,0.6106525626114885,0.12038806396053917,0.010560097812906037,3.3752553276838904,59,14,47,0.0,0.8764295037191501,1.029126213592233,0.5083333333333333,0.13145314389117496,baseline_human_only,8
18,0.7793268420735137,0.11191238476486044,0.6135237917003127,0.0987207406773114,0.006383549256160934,3.487167712448751,46,22,52,0.0,0.8685420037191501,0.9514563106796117,0.6166666666666667,0.13233994343156377,baseline_human_only,8
19,0.5147611916891609,0.1961129077142524,0.6188256970006587,0.08216854281020537,0.0036746264532050146,3.6832806201630035,52,20,48,0.0,0.8605836703858168,0.970873786407767,0.5666666666666667,0.1310846631848992,baseline_human_only,8
20,0.8081309635282063,0.12287275248442925,0.6223954706420475,0.06776947684574114,0.002868421927242404,3.806153372647432,59,15,46,0.0,0.8524795037191502,1.0194174757281553,0.5083333333333333,0.13111950212108914,baseline_human_only,8
21,0.4425913232052235,0.23308950667796055,0.6293354372830774,0.05563336983552328,0.0021411376852307853,4.039242879325394,60,19,41,0.008333333333333333,0.8447920037191501,0.9805825242718447,0.5,0.1320240382138608,baseline_human_only,8
22,0.8701689387447649,0.10097928226962899,0.6323723279715278,0.04203640078046136,0.00166959344461895,4.140222161595022,53,16,51,0.0,0.8367545037191502,1.0097087378640777,0.5583333333333333,0.13128669658975897,baseline_human_only,8
23,0.35217774977509086,0.2837890750549049,0.6399243948073033,0.03368678043226605,0.002586260111285617,4.424011236649927,54,12,54,0.05,0.8298295037191501,1.0485436893203883,0.55,0.12737089813802116,baseline_human_only,8
24,0.5842113008490443,0.21841840645484017,0.6466266197431119,0.02561900240834048,0.000551675686676812,4.642429643104767,67,11,42,0.0,0.8216461703858168,1.058252427184466,0.44166666666666665,0.1264609068511049,baseline_human_only,8
25,0.5156519681313153,0.24096510924864234,0.6535650247158313,0.02003825080485219,0.001426675686676812,4.88339475235341,62,15,43,0.03333333333333333,0.8144961703858168,1.0194174757281553,0.48333333333333334,0.1251693980794269,baseline_human_only,8
26,0.4375290394771708,0.2556920307171089,0.6604821372559578,0.013644910058605512,0.0018433423533434786,5.139086783070519,55,11,54,0.025,0.8069503370524835,1.058252427184466,0.5416666666666666,0.12380197937732564,baseline_human_only,8
27,0.3843531111030575,0.27824354484772534,0.6678820773187094,0.010083113690994397,0.0025933423533434784,5.417330327918245,58,13,49,0.05,0.8000295037191502,1.0388349514563107,0.5166666666666667,0.12101011918908224,baseline_human_only,8
28,0.5253824035035807,0.24353879146419904,0.6752849729065322,0.007903951151833137,0.0008433423533434787,5.6608691193824425,62,13,45,0.008333333333333333,0.7922753370524835,1.0388349514563107,0.48333333333333334,0.11725382815346874,baseline_human_only,8
29,0.4179849894081715,0.26127628428990474,0.6826041261039772,0.005247016307286712,0.001301675686676812,5.9221454036723475,57,17,46,0.03333333333333333,0.7854461703858168,1.0,0.525,0.11640284704874178,baseline_human_only,8
30,0.587327060074033,0.22403678566387789,0.689398781531091,0.0038594696704770527,0.0005833333333333334,6.146182189336225,59,17,44,0.0,0.7777670037191501,1.0,0.5083333333333333,0.11437519039673018,baseline_human_only,8
31,0.4481033448707634,0.2478281390797621,0.6959471414554294,0.002058921310850665,0.0011666666666666668,6.3940103284159875,52,16,52,0.03333333333333333,0.7707878370524833,1.0097087378640777,0.5666666666666667,0.11300509938970467,baseline_human_only,8
32,0.5575738739637371,0.2367536592242501,0.7026380779545082,0.001968772702355871,0.0014583333333333334,6.630763987640238,58,14,48,0.025,0.7635461703858167,1.029126213592233,0.5166666666666667,0.11253316714194644,baseline_human_only,8
33,0.5484831400489858,0.2377748354028085,0.7096658539056747,0.0015521060356892041,0.0014583333333333334,6.868538823043045,60,16,44,0.008333333333333333,0.7558878370524834,1.0097087378640777,0.5,0.11238181746787615,baseline_human_only,8
34,0.8506054463868671,0.13196352268687545,0.7136814261319545,0.0005216353413485464,0.0014583333333333334,7.000502345729922,54,25,41,0.0,0.74855450371915,0.9223300970873787,0.55,0.1125797933533056,baseline_human_only,8
35,0.4769170992779831,0.2487729927420287,0.7208190940374332,0.0005216353413485464,0.004375000000000001,7.24927533847195,54,17,49,0.08333333333333333,0.7425836703858166,1.0,0.55,0.11288659565902655,baseline_human_only,8
36,0.7985749415826262,0.16484530480596973,0.7259647216696073,0.0005216353413485464,0.0023750000000000004,7.41412064327792,56,20,44,0.008333333333333333,0.7348586703858168,0.970873786407767,0.5333333333333333,0.11211997163731591,baseline_human_only,8
37,0.7343289694337419,0.19407952130025738,0.7308906679949949,0.0005216353413485464,0.0006666666666666668,7.608200164578178,54,14,52,0.0,0.7265836703858167,1.029126213592233,0.55,0.11296127833356046,baseline_human_only,8
38,0.5040002207302692,0.2517103553435078,0.7372480641470754,0.0005121012094866726,0.002041666666666667,7.8599105199216845,53,14,53,0.058333333333333334,0.7197753370524833,1.029126213592233,0.5583333333333333,0.11186931665728338,baseline_human_only,8
39,0.834268370572069,0.17178215564267638,0.742712573534669,0.0005121012094866726,0.0005833333333333334,8.031692675564361,60,18,42,0.0,0.7116628370524832,0.9902912621359223,0.5,0.1110232140009857,baseline_human_only,8
40,0.7454457947059172,0.2038458966347081,0.7481448192472603,0.0005121012094866726,0.0002916666666666667,8.235538572199069,57,12,51,0.0,0.7035461703858167,1.0485436893203883,0.525,0.11202172699525831,baseline_human_only,8
41,0.5929081032403695,0.2637557668940713,0.7554586937587793,9.543454282000598e-05,0.002041666666666667,8.49929433909314,63,16,41,0.058333333333333334,0.6968711703858167,1.0097087378640777,0.475,0.11197057245514891,baseline_human_only,8
42,0.8132950833483878,0.17873683654959918,0.7611042917838754,9.543454282000598e-05,0.0002916666666666667,8.67803117564274,59,20,41,0.0,0.6890795037191499,0.970873786407767,0.5083333333333333,0.11151211261630652,baseline_human_only,8
43,0.6754229393354177,0.22226426329761537,0.7671861012273501,9.543454282000598e-05,0.0014583333333333334,8.900295438940358,57,17,46,0.03333333333333333,0.68191700371915,1.0,0.525,0.11162051763652349,baseline_human_only,8
44,0.5132586087507891,0.27228109742980117,0.7733931256042581,9.543454282000598e-05,0.004958333333333334,9.172576536370157,55,18,47,0.11666666666666667,0.6765086703858166,0.9902912621359223,0.5416666666666666,0.11062144434175439,baseline_human_only,8
45,0.6829446070563427,0.24088246503214159,0.7807757745363091,9.543454282000598e-05,0.002791666666666667,9.413459001402297,69,16,35,0.016666666666666666,0.6688128370524833,1.0097087378640777,0.425,0.10986623871089128,baseline_human_only,8
46,0.5103891924236528,0.3134664140930964,0.7889379799920853,0.0,0.007041666666666667,9.726925415495394,68,13,39,0.15,0.6640461703858167,1.0388349514563107,0.43333333333333335,0.10910189034133291,baseline_human_only,8
47,0.7379774961684054,0.226336607284161,0.7951736137356917,0.0,0.003416666666666667,9.953262022779557,59,13,48,0.025,0.6563836703858166,1.0388349514563107,0.5083333333333333,0.10920579546093293,baseline_human_only,8
48,0.6366645963380431,0.2404790938856546,0.8006088444108255,0.0,0.0030000000000000005,10.19374111666521,48,11,61,0.05,0.6490795037191499,1.058252427184466,0.6,0.10927376965774852,baseline_human_only,8
49,0.7373295561750137,0.23652635769780878,0.8069312231361049,0.0,0.0009583333333333335,10.430267474363017,62,14,44,0.016666666666666666,0.6412711703858166,1.029126213592233,0.48333333333333334,0.10896755652416804,baseline_human_only,8
50,0.6990197196035581,0.22803832113687417,0.8127472056360551,0.0,0.0008750000000000001,10.658305795499894,61,24,35,0.025,0.6339670037191498,0.9320388349514563,0.49166666666666664,0.10876177085012144,baseline_human_only,8
51,0.3854361191837887,0.3427146601149727,0.8212144892558765,0.0,0.010208333333333335,11.001020455614867,63,17,40,0.26666666666666666,0.6320670037191499,1.0,0.475,0.1075257566932102,baseline_human_only,8
52,0.730685649764435,0.23793679374352325,0.8280241771335831,0.0,0.003958333333333334,11.238957249358387,62,20,38,0.041666666666666664,0.6252961703858165,0.970873786407767,0.48333333333333334,0.10684306327065796,baseline_human_only,8
53,0.7103247067274505,0.23117986040040636,0.8333919946805354,0.0,0.0023750000000000004,11.470137109758797,56,15,49,0.041666666666666664,0.6185878370524833,1.0194174757281553,0.5333333333333333,0.1063166848425457,baseline_human_only,8
54,0.5910197875385872,0.26878259468385307,0.8387165170237366,0.0,0.005416666666666667,11.73891970444265,51,20,49,0.11666666666666667,0.61385450371915,0.970873786407767,0.575,0.10665770316547628,baseline_human_only,8
55,0.8460277192879744,0.20551874376899423,0.8438431336491358,0.0,0.0012500000000000002,11.944438448211644,61,18,41,0.008333333333333333,0.60632950371915,0.9902912621359223,0.49166666666666664,0.10712071062915948,baseline_human_only,8
56,0.800564858506289,0.21003991427888424,0.8477358930040444,0.0,0.0008750000000000001,12.154478362490526,54,12,54,0.008333333333333333,0.5985503370524832,1.0485436893203883,0.55,0.10697149578974714,baseline_human_only,8
57,0.6254898869406765,0.28270802301262626,0.8525314191974495,0.0,0.006708333333333334,12.437186385503155,56,18,46,0.175,0.5947961703858164,0.9902912621359223,0.5333333333333333,0.1066389453181414,baseline_human_only,8
58,0.6704170503532845,0.2536720396761847,0.8570204041470083,0.0,0.005416666666666668,12.690858425179337,55,19,46,0.09166666666666666,0.5889003370524831,0.9805825242718447,0.5416666666666666,0.10636487259968408,baseline_human_only,8
59,0.6314342464962568,0.27672866746082214,0.8628266323714224,0.0,0.006791666666666667,12.96758709264016,55,13,52,0.125,0.5837461703858166,1.0388349514563107,0.5416666666666666,0.10524632769080328,baseline_human_only,8
60,0.6363374791688825,0.27016620059834423,0.8672779396402334,0.0,0.008416666666666666,13.237753293238503,54,15,51,0.14166666666666666,0.5789211703858167,1.0194174757281553,0.55,0.10379930065203462,baseline_human_only,8
1,0.7704931433084123,0.17165399535329987,0.5142737177981729,0.5210876491943431,0.5402427508301453,0.17165399535329987,67,7,46,0.0,0.9904744244560835,1.0,0.44166666666666665,0.2514157365271207,baseline_human_only,9
2,0.6673573916736988,0.2103944953245423,0.5198283311841545,0.49983764919434315,0.494409417496812,0.3820484906778422,69,10,41,0.0,0.9854327577894167,0.9734513274336283,0.425,0.17332438786235832,baseline_human_only,9
3,0.7608781385851724,0.17240726621405103,0.5245772871020147,0.4798376491943432,0.44899275083014534,0.5544557568918933,72,11,37,0.0,0.9804369244560835,0.9646017699115044,0.4,0.1741086920223794,baseline_human_only,9
4,0.5399041941052042,0.2376292224538932,0.5308882998573157,0.45775431586100984,0.4047010841634787,0.7920849793457865,67,12,41,0.008333333333333333,0.97567859112275,0.9557522123893806,0.44166666666666665,0.15670223249996415,baseline_human_only,9
5,0.5744192953861926,0.2334511377077829,0.5365242269701526,0.4327543158610098,0.359284417496812,1.0255361170535693,60,11,49,0.0,0.9677869244560835,0.9646017699115044,0.5,0.14737928180452506,baseline_human_only,9
6,0.3689385766702783,0.2795687773140948,0.5438605883726944,0.40858764919434315,0.318034417496812,1.305104894367664,62,21,37,0.0,0.9602910911227501,0.8761061946902655,0.48333333333333334,0.12802698256435224,baseline_human_only,9
7,0.7187290185843336,0.1683292146583915,0.54820670363616,0.38067098252767645,0.2770542169892739,1.4734341090260556,53,21,46,0.0,0.9524827577894167,0.8761061946902655,0.5583333333333333,0.13060557323232244,baseline_human_only,9
8,0.3113108022146186,0.30695525501276977,0.5555818484067164,0.3544209825276765,0.2391106369408807,1.7803893640388253,57,17,46,0.041666666666666664,0.9453869244560835,0.911504424778761,0.525,0.12365871615825477,baseline_human_only,9
9,0.8564992552207591,0.11672395956448404,0.558725029362157,0.32887310995207636,0.19850563498305598,1.8971133236033095,58,16,46,0.0,0.9373077577894168,0.9203539823008849,0.5166666666666667,0.12895892941592257,baseline_human_only,9
10,0.6537211955877857,0.17421644930843705,0.5628029244120374,0.3001136789103948,0.1634809243812968,2.0713297729117466,50,22,48,0.0,0.9296077577894167,0.8672566371681416,0.5833333333333334,0.1308725322116994,baseline_human_only,9
11,0.3567432309806783,0.2616596170417115,0.5691862049364852,0.27136549192969356,0.13381807042233268,2.332989389953458,49,22,49,0.025,0.9225452577894168,0.8672566371681416,0.5916666666666667,0.13052924539160318,baseline_human_only,9
12,0.4617680457185057,0.2199391983408103,0.5747020085685739,0.24577622895733853,0.10654623235418446,2.5529285882942685,54,18,48,0.008333333333333333,0.9148327577894168,0.9026548672566371,0.55,0.12704629098706746,baseline_human_only,9
13,0.5762020837348732,0.20458933471560814,0.5802008539885134,0.2224699195390131,0.08290702832857016,2.757517923009876,59,15,46,0.008333333333333333,0.9068160911227501,0.9292035398230089,0.5083333333333333,0.12465966895072166,baseline_human_only,9
14,0.4980467391152441,0.22996915968228596,0.5868172182694472,0.20365142683972984,0.06149050829692149,2.9874870826921622,64,16,40,0.0,0.8986535911227501,0.9203539823008849,0.4666666666666667,0.12607577686880775,baseline_human_only,9
15,0.5114145792417495,0.22965430705998385,0.5931627302994024,0.18336817241889852,0.04533659322056767,3.217141389752146,60,17,43,0.03333333333333333,0.8913244244560834,0.911504424778761,0.5,0.12524400091075039,baseline_human_only,9
16,0.3547676183086098,0.2668375192635857,0.5996337471188135,0.16303869638352178,0.03235017722815206,3.4839789090157316,53,15,52,0.03333333333333333,0.8839869244560834,0.9292035398230089,0.5583333333333333,0.12463990497752495,baseline_human_only,9
17,0.8456648589593079,0.1008858955448481,0.6025312034852383,0.1443635009821539,0.022013724198581268,3.58486480456058,56,20,44,0.0,0.8761119244560833,0.8849557522123894,0.5333333333333333,0.1241386446095142,baseline_human_only,9
18,0.5706691198344382,0.1804073154658264,0.607143254795573,0.124550449580386,0.014749397133131876,3.7652721200264057,49,17,54,0.0,0.8680577577894167,0.911504424778761,0.5916666666666667,0.12104297768613091,baseline_human_only,9
19,0.3252131750014466,0.2673888728067251,0.6132707735511865,0.10693315494358951,0.01047073051027269,4.032660992833131,50,8,62,0.03333333333333333,0.8602744244560834,0.9911504424778761,0.5833333333333334,0.12011275831441352,baseline_human_only,9
20,0.7929895147955246,0.12579513243308268,0.6168965881964369,0.09228595842335044,0.006772230871562703,4.1584561252662136,52,17,51,0.0,0.85224109112275,0.911504424778761,0.5666666666666667,0.12163237851384702,baseline_human_only,9
21,0.32265847471009274,0.28506866867046815,0.6245894421449923,0.07930591420893734,0.006102408772598571,4.443524793936681,59,16,45,0.041666666666666664,0.8453077577894168,0.9203539823008849,0.5083333333333333,0.11786148978011897,baseline_human_only,9
22,0.6685157187946842,0.18166188322305227,0.6301441730320725,0.06816563829945842,0.00328903214533409,4.625186677159734,63,15,42,0.0,0.8373910911227501,0.9292035398230089,0.475,0.11615984254773336,baseline_human_only,9
23,0.34677664789630247,0.28963521145794596,0.6383059901962711,0.05748484038596011,0.00583432683134577,4.914821888617681,62,14,44,0.08333333333333333,0.8314702577894166,0.9380530973451328,0.48333333333333334,0.11458748017000502,baseline_human_only,9
24,0.5912715825660835,0.2041744363262264,0.643960013055064,0.04724575765071024,0.00403118597175368,5.118996324943907,55,16,49,0.016666666666666666,0.8240452577894167,0.9203539823008849,0.5416666666666666,0.11323908839722004,baseline_human_only,9
25,0.6257261709569397,0.19380252499593542,0.6494273939623999,0.039151682165961835,0.0035974181769461585,5.312798849939843,58,17,45,0.025,0.8167952577894168,0.911504424778761,0.5166666666666667,0.11200168306685787,baseline_human_only,9
26,0.8837515331809345,0.11182429240321683,0.6529979400264304,0.03391326723148486,0.0023057515102794923,5.424623142343058,54,23,43,0.0,0.8092035911227501,0.8584070796460177,0.55,0.11397766234387903,baseline_human_only,9
27,0.4064751803796872,0.25629499693809904,0.6592735327687078,0.026536561813051248,0.0037640848436128263,5.680918139281158,50,16,54,0.041666666666666664,0.80216609112275,0.9203539823008849,0.5833333333333334,0.11134884467050189,baseline_human_only,9
28,0.5317393595297373,0.23914602012428113,0.6661023585159479,0.022813029458455574,0.002930751510279493,5.920064159405439,62,9,49,0.025,0.7942785911227499,0.9823008849557522,0.48333333333333334,0.10985771837208434,baseline_human_only,9
29,0.8236214337268619,0.10612252638903745,0.6691454550647912,0.018068270244241274,0.0018890848436128257,6.026186685794476,47,23,50,0.0,0.7864577577894167,0.8584070796460177,0.6083333333333333,0.11001117096687142,baseline_human_only,9
30,0.3399104785408266,0.3064235737556265,0.6778886183818287,0.014120372865652655,0.004680751510279493,6.332610259550103,66,13,41,0.09166666666666666,0.7804327577894167,0.9469026548672567,0.45,0.10937953332393979,baseline_human_only,9
31,0.5434134790770155,0.23980292414563,0.684554561619297,0.011660655357080042,0.0033890848436128264,6.572413183695733,55,12,53,0.041666666666666664,0.7734202577894166,0.9557522123893806,0.5416666666666666,0.10673262468986519,baseline_human_only,9
32,0.523972202859994,0.23625671725860312,0.6908446292048583,0.008947666563509264,0.003139084843612826,6.808669900954336,55,14,51,0.03333333333333333,0.76620359112275,0.9380530973451328,0.5416666666666666,0.10722285772306274,baseline_human_only,9
33,0.6982366274833006,0.18688661855179586,0.6969790419900252,0.008530999896842596,0.0009724181769461593,6.995556519506132,68,19,33,0.0,0.7584494244560832,0.8938053097345132,0.43333333333333335,0.10691455498701198,baseline_human_only,9
34,0.6576731085806881,0.1887548819892569,0.7018723366280852,0.006860525972858587,0.0002916666666666667,7.184311401495389,50,17,53,0.0,0.7504577577894166,0.911504424778761,0.5833333333333334,0.1052166932212024,baseline_human_only,9
35,0.8297417904336033,0.14119377082192708,0.7064413317220752,0.005468406898865211,0.0,7.325505172317317,55,24,41,0.0,0.7426827577894166,0.8495575221238938,0.5416666666666666,0.1061836140647806,baseline_human_only,9
36,0.49166721705931593,0.26102783172835264,0.7144939759228157,0.004335089306919004,0.0011666666666666668,7.586533004045668,61,18,41,0.03333333333333333,0.73556609112275,0.9026548672566371,0.49166666666666664,0.10340443510457745,baseline_human_only,9
37,0.3047209715243095,0.3460604773765153,0.7231745189406344,0.0035494133134511582,0.008458333333333335,7.932593481422185,58,9,53,0.23333333333333334,0.7325744244560833,0.9823008849557522,0.5166666666666667,0.10410268302332239,baseline_human_only,9
38,0.3596351143322239,0.3255805742945254,0.7320812209334417,0.003132746646784492,0.008041666666666667,8.25817405571671,62,13,45,0.15833333333333333,0.7279577577894166,0.9469026548672567,0.48333333333333334,0.10277117721646675,baseline_human_only,9
39,0.8495643501685926,0.14402458250620478,0.7363253406506198,0.0018827466467844917,0.0016250000000000004,8.402198638222915,49,14,57,0.0,0.7196619244560833,0.9380530973451328,0.5916666666666667,0.10192344830187781,baseline_human_only,9
40,0.5981889813126893,0.24198270964071097,0.7437245010874011,0.0016086780744312247,0.0016666666666666668,8.644181347863626,65,14,41,0.03333333333333333,0.7124660911227498,0.9380530973451328,0.4583333333333333,0.10249445018171743,baseline_human_only,9
41,0.46418316739716403,0.2780876532059832,0.7513634874312864,0.0016086780744312247,0.005458333333333333,8.92226900106961,57,18,45,0.11666666666666667,0.7075785911227499,0.9026548672566371,0.525,0.10180640890213342,baseline_human_only,9
42,0.840980142117616,0.1679848625108738,0.7560336682660714,0.0016086780744312247,0.0012916666666666669,9.090253863580482,56,16,48,0.008333333333333333,0.7001494244560832,0.9203539823008849,0.5333333333333333,0.10405213751334594,baseline_human_only,9
43,0.7773968881654589,0.17190243274581848,0.7605385223914899,0.0016086780744312247,0.0009166666666666668,9.262156296326301,50,21,49,0.016666666666666666,0.6927244244560832,0.8761061946902655,0.5833333333333334,0.10385659683490955,baseline_human_only,9
44,0.5746537389306096,0.26153687404667053,0.7677192754823678,0.0016086780744312247,0.003416666666666667,9.52369317037297,61,18,41,0.09166666666666666,0.6868244244560832,0.9026548672566371,0.49166666666666664,0.1048756057849062,baseline_human_only,9
45,0.3531481467094588,0.3511483857963087,0.7767446264062104,0.0016086780744312247,0.011541666666666669,9.874841556169281,64,11,45,0.24166666666666667,0.6840535911227498,0.9646017699115044,0.4666666666666667,0.10419314009775354,baseline_human_only,9
46,0.32501622377415207,0.33302267089076587,0.7844975737791451,0.001192011407764558,0.014541666666666668,10.207864227060046,54,17,49,0.225,0.6812160911227498,0.911504424778761,0.55,0.10230738482394613,baseline_human_only,9
47,0.4183837923703033,0.3365376345260484,0.7929647816169825,0.0007753447410978915,0.017333333333333333,10.544401861586095,65,13,42,0.24166666666666667,0.6786827577894167,0.9469026548672567,0.4583333333333333,0.10282776043891927,baseline_human_only,9
48,0.8436733923014559,0.1727349238386197,0.796978998252096,0.0003586780744312247,0.007416666666666668,10.717136785424714,53,16,51,0.0,0.6707285911227497,0.9203539823008849,0.5583333333333333,0.10362141095206759,baseline_human_only,9
49,0.49876599800111776,0.30206161711104385,0.8042099208351483,0.0003586780744312247,0.009875,11.019198402535757,59,11,50,0.175,0.6666744244560832,0.9646017699115044,0.5083333333333333,0.10308477472395262,baseline_human_only,9
50,0.6602739982109971,0.24571454643746243,0.8101626089070261,0.0003586780744312247,0.008333333333333333,11.264912948973222,58,18,44,0.09166666666666666,0.6610452577894165,0.9026548672566371,0.5166666666666667,0.10307046648222412,baseline_human_only,9
51,0.5759588667515879,0.2882109009991841,0.8171424236318784,0.00013458556591907704,0.009916666666666667,11.553123849972403,66,19,35,0.15,0.6567202577894165,0.8938053097345132,0.45,0.10371055653841814,baseline_human_only,9
52,0.329606889602869,0.40370999689858,0.8269856566549596,0.00013458556591907704,0.02041666666666667,11.956833846870984,71,11,38,0.4,0.6576952577894166,0.9646017699115044,0.4083333333333333,0.10368346747296615,baseline_human_only,9
