shock_condition,episode,metric,mean,ci_low,ci_high,n
Persistent drop,7,mean_quality,0.5162546966681407,0.5127567801953469,0.5197526131409346,30
Persistent drop,7,mean_knowledge,0.5272325137783371,0.523624749653451,0.5308402779032233,30
Persistent drop,7,knowledge_rank_corr_with_initial,0.9998923261807462,0.9998843417871229,0.9999003105743695,30
Persistent drop,7,mean_ai_trust,0.5609902660460122,0.5595584019086632,0.5624221301833612,30
Persistent drop,7,mean_peer_trust,0.5016039590040843,0.5011587654339903,0.5020491525741783,30
Persistent drop,7,mean_tie_strength,0.5433449685573578,0.5421051689465533,0.5445847681681624,30
Persistent drop,7,recent_active_tie_fraction,0.5861391361030804,0.5798962753356659,0.592381996870495,30
Persistent drop,7,mean_unique_peer_partners,5.8929629629629625,5.830092977031069,5.955832948894856,30
Persistent drop,7,network_density,0.05591971860128276,0.05589799794397594,0.05594143925858958,30
Persistent drop,7,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,8,human_interaction_rate,0.6088888888888889,0.5951326693228445,0.6226451084549334,30
Persistent drop,8,ai_use_rate,0.6601851851851851,0.647396273650595,0.6729740967197751,30
Persistent drop,8,mean_quality,0.5193442340009858,0.516186450803829,0.5225020171981427,30
Persistent drop,8,mean_knowledge,0.5284399862220593,0.52484058333025,0.5320393891138687,30
Persistent drop,8,knowledge_rank_corr_with_initial,0.9998713413561108,0.9998621968486069,0.9998804858636147,30
Persistent drop,8,mean_ai_trust,0.5674455993254137,0.5660732362529807,0.5688179623978468,30
Persistent drop,8,mean_peer_trust,0.5018339057763418,0.5013884489454602,0.5022793626072234,30
Persistent drop,8,mean_tie_strength,0.5423889577388763,0.5411446351458591,0.5436332803318935,30
Persistent drop,8,recent_active_tie_fraction,0.6351075840769582,0.6292670583262656,0.6409481098276508,30
Persistent drop,8,mean_unique_peer_partners,6.386666666666667,6.327684816253126,6.445648517080207,30
Persistent drop,8,network_density,0.05592799503414019,0.05590690911520263,0.055949080953077754,30
Persistent drop,8,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,9,human_interaction_rate,0.5994444444444443,0.5861741543074432,0.6127147345814454,30
Persistent drop,9,ai_use_rate,0.6687037037037038,0.6558061811407984,0.6816012262666092,30
Persistent drop,9,mean_quality,0.5191284693801684,0.5151886266734738,0.5230683120868631,30
Persistent drop,9,mean_knowledge,0.529654665454593,0.5260576373316251,0.533251693577561,30
Persistent drop,9,knowledge_rank_corr_with_initial,0.999841086588713,0.9998296232209507,0.9998525499564752,30
Persistent drop,9,mean_ai_trust,0.5735906098393971,0.5723116107026046,0.5748696089761897,30
Persistent drop,9,mean_peer_trust,0.5020435094833374,0.5015912579572377,0.5024957610094372,30
Persistent drop,9,mean_tie_strength,0.5414165000120799,0.540169576337423,0.5426634236867367,30
Persistent drop,9,recent_active_tie_fraction,0.6765394408043464,0.6713061945535838,0.681772687055109,30
Persistent drop,9,mean_unique_peer_partners,6.807407407407408,6.753045277027,6.861769537787816,30
Persistent drop,9,network_density,0.05594040968342636,0.05591225123011117,0.05596856813674155,30
Persistent drop,9,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,10,human_interaction_rate,0.6024074074074074,0.5841535950177815,0.6206612197970333,30
Persistent drop,10,ai_use_rate,0.6712962962962962,0.6547176151468462,0.6878749774457461,30
Persistent drop,10,mean_quality,0.5205715805340907,0.5169263168733325,0.5242168441948489,30
Persistent drop,10,mean_knowledge,0.5308630349195878,0.5272710136053509,0.5344550562338246,30
Persistent drop,10,knowledge_rank_corr_with_initial,0.9998141191451231,0.9998027063176349,0.9998255319726113,30
Persistent drop,10,mean_ai_trust,0.5791534744757862,0.5779105141775289,0.5803964347740436,30
Persistent drop,10,mean_peer_trust,0.5022541562716166,0.501789210828414,0.5027191017148193,30
Persistent drop,10,mean_tie_strength,0.5404928187529247,0.5392465700351758,0.5417390674706735,30
Persistent drop,10,recent_active_tie_fraction,0.7114554580669737,0.7064592178743467,0.7164516982596008,30
Persistent drop,10,mean_unique_peer_partners,7.16037037037037,7.108051932212747,7.212688808527994,30
Persistent drop,10,network_density,0.05594040968342636,0.05591225123011117,0.05596856813674155,30
Persistent drop,10,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,11,human_interaction_rate,0.5881481481481481,0.5719713124506665,0.6043249838456297,30
Persistent drop,11,ai_use_rate,0.6799999999999998,0.6637237861948239,0.6962762138051758,30
Persistent drop,11,mean_quality,0.5219994407971954,0.5185110596203522,0.5254878219740386,30
Persistent drop,11,mean_knowledge,0.5320657009767938,0.5284811066598766,0.5356502952937111,30
Persistent drop,11,knowledge_rank_corr_with_initial,0.9997829616849078,0.9997688033109104,0.9997971200589051,30
Persistent drop,11,mean_ai_trust,0.584047431744242,0.5828551002059256,0.5852397632825584,30
Persistent drop,11,mean_peer_trust,0.5024768829345703,0.502000222827682,0.5029535430414586,30
Persistent drop,11,mean_tie_strength,0.5395294904708863,0.5382798080708602,0.5407791728709124,30
Persistent drop,11,recent_active_tie_fraction,0.743828441978536,0.738709590697743,0.7489472932593291,30
Persistent drop,11,mean_unique_peer_partners,7.490370370370372,7.4364203570324765,7.544320383708268,30
Persistent drop,11,network_density,0.05595075522449815,0.05592125795738804,0.055980252491608255,30
Persistent drop,11,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,12,human_interaction_rate,0.586851851851852,0.5723408952328312,0.6013628084708728,30
Persistent drop,12,ai_use_rate,0.6755555555555556,0.6618533796476807,0.6892577314634305,30
Persistent drop,12,mean_quality,0.5211708019633872,0.5171575114094137,0.5251840925173606,30
Persistent drop,12,mean_knowledge,0.533271050281718,0.5296939102935035,0.5368481902699324,30
Persistent drop,12,knowledge_rank_corr_with_initial,0.9997508525043074,0.9997360744527362,0.9997656305558786,30
Persistent drop,12,mean_ai_trust,0.5886436035317689,0.5874633590406784,0.5898238480228595,30
Persistent drop,12,mean_peer_trust,0.502705556154251,0.5022285470430629,0.5031825652654393,30
Persistent drop,12,mean_tie_strength,0.5385902762413025,0.5373414257494155,0.5398391267331896,30
Persistent drop,12,recent_active_tie_fraction,0.771284933865534,0.766384251321955,0.776185616409113,30
Persistent drop,12,mean_unique_peer_partners,7.769999999999999,7.7178012049829725,7.822198795017025,30
Persistent drop,12,network_density,0.05595489344092688,0.055922866821388285,0.05598692006046547,30
Persistent drop,12,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,13,human_interaction_rate,0.5955555555555556,0.5823070892674894,0.6088040218436218,30
Persistent drop,13,ai_use_rate,0.6698148148148146,0.6558861768293809,0.6837434528002484,30
Persistent drop,13,mean_quality,0.522485371286449,0.5201354323552342,0.5248353102176638,30
Persistent drop,13,mean_knowledge,0.534477950460238,0.5309131602265564,0.5380427406939197,30
Persistent drop,13,knowledge_rank_corr_with_initial,0.999718849879801,0.9997020918226553,0.9997356079369466,30
Persistent drop,13,mean_ai_trust,0.5932534785212005,0.5921457809214052,0.5943611761209957,30
Persistent drop,13,mean_peer_trust,0.5029595116774241,0.5024715684401946,0.5034474549146537,30
Persistent drop,13,mean_tie_strength,0.5376562039057414,0.5364058489871404,0.5389065588243425,30
Persistent drop,13,recent_active_tie_fraction,0.7956693931149039,0.7909087231447071,0.8004300630851008,30
Persistent drop,13,mean_unique_peer_partners,8.02074074074074,7.970920678903642,8.070560802577837,30
Persistent drop,13,network_density,0.05595903165735559,0.055925277717701186,0.05599278559701,30
Persistent drop,13,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,14,human_interaction_rate,0.5855555555555557,0.5707097961722982,0.6004013149388132,30
Persistent drop,14,ai_use_rate,0.6690740740740738,0.6544490299787495,0.6836991181693981,30
Persistent drop,14,mean_quality,0.5217617771925526,0.5180951677502198,0.5254283866348853,30
Persistent drop,14,mean_knowledge,0.5356708584627294,0.5321109647495958,0.539230752175863,30
Persistent drop,14,knowledge_rank_corr_with_initial,0.9996811690249302,0.9996622241409725,0.9997001139088879,30
Persistent drop,14,mean_ai_trust,0.5972121911462795,0.5961855072852267,0.5982388750073324,30
Persistent drop,14,mean_peer_trust,0.503182037671407,0.5026820032870768,0.5036820720557372,30
Persistent drop,14,mean_tie_strength,0.5367334802945455,0.5354873907120297,0.5379795698770613,30
Persistent drop,14,recent_active_tie_fraction,0.818447898365556,0.8138323134154413,0.8230634833156707,30
Persistent drop,14,mean_unique_peer_partners,8.253703703703703,8.20524439299155,8.302163014415855,30
Persistent drop,14,network_density,0.05595903165735559,0.055925277717701186,0.05599278559701,30
Persistent drop,14,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,15,human_interaction_rate,0.597962962962963,0.5852508647326842,0.6106750611932419,30
Persistent drop,15,ai_use_rate,0.6712962962962964,0.658542242550281,0.6840503500423117,30
Persistent drop,15,mean_quality,0.523745068788981,0.5202241070569472,0.5272660305210147,30
Persistent drop,15,mean_knowledge,0.5368657738800772,0.5333144201372167,0.5404171276229376,30
Persistent drop,15,knowledge_rank_corr_with_initial,0.999647128714583,0.9996268164429096,0.9996674409862565,30
Persistent drop,15,mean_ai_trust,0.6009491522183781,0.5999504052798429,0.6019478991569133,30
Persistent drop,15,mean_peer_trust,0.5034470280011495,0.5029375962769361,0.5039564597253628,30
Persistent drop,15,mean_tie_strength,0.5357781986395518,0.534530852153882,0.5370255451252216,30
Persistent drop,15,recent_active_tie_fraction,0.838963497203771,0.8341040368923202,0.8438229575152217,30
Persistent drop,15,mean_unique_peer_partners,8.462962962962962,8.413302811991347,8.512623113934577,30
Persistent drop,15,network_density,0.05596937719842739,0.055935852723973334,0.05600290167288145,30
Persistent drop,15,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,16,human_interaction_rate,0.5883333333333333,0.5743444531582326,0.602322213508434,30
Persistent drop,16,ai_use_rate,0.6774074074074075,0.6657366310699001,0.6890781837449148,30
Persistent drop,16,mean_quality,0.5223407482440103,0.5190813107268969,0.5256001857611238,30
Persistent drop,16,mean_knowledge,0.5380531321939015,0.5345097763744933,0.5415964880133097,30
Persistent drop,16,knowledge_rank_corr_with_initial,0.9996087306106716,0.9995856987763478,0.9996317624449953,30
Persistent drop,16,mean_ai_trust,0.6042382131583033,0.603305691235911,0.6051707350806955,30
Persistent drop,16,mean_peer_trust,0.503702175617218,0.5031920899962102,0.5042122612382257,30
Persistent drop,16,mean_tie_strength,0.5348306616147359,0.5335905462957217,0.5360707769337502,30
Persistent drop,16,recent_active_tie_fraction,0.855139046066212,0.8503370552686249,0.8599410368637992,30
Persistent drop,16,mean_unique_peer_partners,8.630370370370372,8.57981465833026,8.680926082410483,30
Persistent drop,16,network_density,0.05597765363128483,0.055943005930941356,0.05601230133162831,30
Persistent drop,16,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,17,human_interaction_rate,0.5877777777777777,0.5734840543132572,0.6020715012422982,30
Persistent drop,17,ai_use_rate,0.6759259259259259,0.6612234648543006,0.6906283869975512,30
Persistent drop,17,mean_quality,0.5253768974750213,0.5220228742746378,0.5287309206754047,30
Persistent drop,17,mean_knowledge,0.5392356594135259,0.5357000750243716,0.5427712438026803,30
Persistent drop,17,knowledge_rank_corr_with_initial,0.9995688403400131,0.9995434379111988,0.9995942427688275,30
Persistent drop,17,mean_ai_trust,0.60724797306406,0.6063281889744349,0.6081677571536851,30
Persistent drop,17,mean_peer_trust,0.503977366288503,0.5034548151088599,0.504499917468146,30
Persistent drop,17,mean_tie_strength,0.5339076459407807,0.5326663043168227,0.5351489875647386,30
Persistent drop,17,recent_active_tie_fraction,0.8695225129598435,0.8649599650293758,0.8740850608903112,30
Persistent drop,17,mean_unique_peer_partners,8.777407407407408,8.729361427750375,8.82545338706444,30
Persistent drop,17,network_density,0.05597972273949919,0.05594578634478774,0.056013659134210636,30
Persistent drop,17,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,18,human_interaction_rate,0.5837037037037037,0.5678493129460381,0.5995580944613693,30
Persistent drop,18,ai_use_rate,0.6809259259259259,0.6701854653785871,0.6916663864732647,30
Persistent drop,18,mean_quality,0.5268354405276078,0.5231080779697529,0.5305628030854627,30
Persistent drop,18,mean_knowledge,0.5404198378839872,0.5368934110655407,0.5439462647024337,30
Persistent drop,18,knowledge_rank_corr_with_initial,0.9995256614363008,0.999498880987258,0.9995524418853436,30
Persistent drop,18,mean_ai_trust,0.610113271003596,0.6092324010851775,0.6109941409220145,30
Persistent drop,18,mean_peer_trust,0.5042368213335673,0.5037030472622795,0.504770595404855,30
Persistent drop,18,mean_tie_strength,0.5329633315404256,0.5317195626141199,0.5342071004667314,30
Persistent drop,18,recent_active_tie_fraction,0.8836958043196111,0.8796100500104803,0.887781558628742,30
Persistent drop,18,mean_unique_peer_partners,8.925555555555556,8.881672137620535,8.969438973490577,30
Persistent drop,18,network_density,0.05598799917235663,0.05595277699068798,0.056023221354025286,30
Persistent drop,18,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,19,human_interaction_rate,0.5985185185185186,0.5887134018659477,0.6083236351710894,30
Persistent drop,19,ai_use_rate,0.6798148148148146,0.6681370472603804,0.6914925823692489,30
Persistent drop,19,mean_quality,0.5263629037615548,0.5224395047406378,0.5302863027824718,30
Persistent drop,19,mean_knowledge,0.5416004028847133,0.5380785046325126,0.5451223011369141,30
Persistent drop,19,knowledge_rank_corr_with_initial,0.9994791511496967,0.9994506899896879,0.9995076123097054,30
Persistent drop,19,mean_ai_trust,0.6128133583730754,0.6119318126996128,0.6136949040465379,30
Persistent drop,19,mean_peer_trust,0.5045251826445262,0.5039797677385723,0.50507059755048,30
Persistent drop,19,mean_tie_strength,0.5320184350013732,0.5307638300397911,0.5332730399629554,30
Persistent drop,19,recent_active_tie_fraction,0.8969084049835557,0.8930663538015372,0.9007504561655743,30
Persistent drop,19,mean_unique_peer_partners,9.062962962962962,9.02043717071197,9.105488755213953,30
Persistent drop,19,network_density,0.055998344713428426,0.05596046171497754,0.05603622771187931,30
Persistent drop,19,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,20,human_interaction_rate,0.5792592592592594,0.5670175526789756,0.5915009658395431,30
Persistent drop,20,ai_use_rate,0.6807407407407405,0.6677030349992806,0.6937784464822004,30
Persistent drop,20,mean_quality,0.52571203199968,0.5217004608903196,0.5297236031090403,30
Persistent drop,20,mean_knowledge,0.542769654519758,0.5392495834944048,0.5462897255451112,30
Persistent drop,20,knowledge_rank_corr_with_initial,0.9994311587436796,0.9994016618227843,0.9994606556645749,30
Persistent drop,20,mean_ai_trust,0.6150548623836741,0.6141923557989223,0.615917368968426,30
Persistent drop,20,mean_peer_trust,0.5047978480656942,0.5042410913676969,0.5053546047636914,30
Persistent drop,20,mean_tie_strength,0.5310863157113394,0.5298353155835239,0.5323373158391548,30
Persistent drop,20,recent_active_tie_fraction,0.906968972647381,0.9032287348353886,0.9107092104593734,30
Persistent drop,20,mean_unique_peer_partners,9.166666666666666,9.125048534362419,9.208284798970913,30
Persistent drop,20,network_density,0.05600455203807151,0.05596620728176102,0.056042896794382,30
Persistent drop,20,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,21,human_interaction_rate,0.5775925925925925,0.5651280491820625,0.5900571360031226,30
Persistent drop,21,ai_use_rate,0.682037037037037,0.6696537148848793,0.6944203591891946,30
Persistent drop,21,mean_quality,0.5283692756787217,0.5250499966342262,0.5316885547232172,30
Persistent drop,21,mean_knowledge,0.5439553759668563,0.5404434524194384,0.5474672995142742,30
Persistent drop,21,knowledge_rank_corr_with_initial,0.9993779500349729,0.9993462066813973,0.9994096933885485,30
Persistent drop,21,mean_ai_trust,0.6174330515757431,0.6166816543648197,0.6181844487866666,30
Persistent drop,21,mean_peer_trust,0.5050798038641612,0.5045036906262685,0.5056559171020538,30
Persistent drop,21,mean_tie_strength,0.5301546156406403,0.5289142492843519,0.5313949819969286,30
Persistent drop,21,recent_active_tie_fraction,0.9067948751616748,0.9030777989361353,0.9105119513872143,30
Persistent drop,21,mean_unique_peer_partners,9.270370370370369,9.231444619716939,9.309296121023799,30
Persistent drop,21,network_density,0.056010759362714595,0.055972101844662406,0.056049416880766784,30
Persistent drop,21,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,22,human_interaction_rate,0.5777777777777777,0.5618667050643521,0.5936888504912033,30
Persistent drop,22,ai_use_rate,0.6846296296296296,0.6740703106550049,0.6951889486042543,30
Persistent drop,22,mean_quality,0.5301073685118992,0.5269371621198006,0.5332775749039979,30
Persistent drop,22,mean_knowledge,0.5451303066228603,0.541626684786234,0.5486339284594867,30
Persistent drop,22,knowledge_rank_corr_with_initial,0.9993268862380389,0.9992923443648495,0.9993614281112283,30
Persistent drop,22,mean_ai_trust,0.619638216125223,0.6189320737182267,0.6203443585322193,30
Persistent drop,22,mean_peer_trust,0.5053696413834889,0.5047814960242314,0.5059577867427465,30
Persistent drop,22,mean_tie_strength,0.5292268474896749,0.5279825233796497,0.5304711715997,30
Persistent drop,22,recent_active_tie_fraction,0.9045857913044384,0.9010009353400329,0.9081706472688439,30
Persistent drop,22,mean_unique_peer_partners,9.355185185185185,9.317940337576543,9.392430032793827,30
Persistent drop,22,network_density,0.056014897579143304,0.05597563773466497,0.05605415742362164,30
Persistent drop,22,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,23,human_interaction_rate,0.5735185185185186,0.5586419706836024,0.5883950663534349,30
Persistent drop,23,ai_use_rate,0.6840740740740741,0.6708106816137571,0.697337466534391,30
Persistent drop,23,mean_quality,0.530982784620583,0.5280467983429397,0.5339187708982264,30
Persistent drop,23,mean_knowledge,0.5463005077455161,0.5428049258689395,0.5497960896220927,30
Persistent drop,23,knowledge_rank_corr_with_initial,0.999278648241576,0.999240111932168,0.999317184550984,30
Persistent drop,23,mean_ai_trust,0.6215980253746685,0.6209062346127923,0.6222898161365447,30
Persistent drop,23,mean_peer_trust,0.5056567231814066,0.5050546872391675,0.5062587591236458,30
Persistent drop,23,mean_tie_strength,0.5282979488372803,0.5270581398286571,0.5295377578459035,30
Persistent drop,23,recent_active_tie_fraction,0.9032652710842749,0.8999549049196883,0.9065756372488615,30
Persistent drop,23,mean_unique_peer_partners,9.438888888888888,9.403235650576505,9.474542127201271,30
Persistent drop,23,network_density,0.056021104903786395,0.05598130610456287,0.05606090370300992,30
Persistent drop,23,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,24,human_interaction_rate,0.576111111111111,0.5633214260380496,0.5889007961841725,30
Persistent drop,24,ai_use_rate,0.6872222222222221,0.6746077786018531,0.6998366658425911,30
Persistent drop,24,mean_quality,0.5304577888266716,0.5266787007466931,0.5342368769066501,30
Persistent drop,24,mean_knowledge,0.547468727373724,0.543975367261048,0.5509620874864,30
Persistent drop,24,knowledge_rank_corr_with_initial,0.9992218226781728,0.9991820998719432,0.9992615454844025,30
Persistent drop,24,mean_ai_trust,0.6232316068220157,0.6225748898566358,0.6238883237873957,30
Persistent drop,24,mean_peer_trust,0.5059611121813457,0.5053410935573605,0.5065811308053308,30
Persistent drop,24,mean_tie_strength,0.5273837645848592,0.5261443946142575,0.528623134555461,30
Persistent drop,24,recent_active_tie_fraction,0.9024211200668727,0.8988414751416166,0.9060007649921288,30
Persistent drop,24,mean_unique_peer_partners,9.52037037037037,9.486138403745628,9.554602336995114,30
Persistent drop,24,network_density,0.056023174012000757,0.055983382971584054,0.05606296505241746,30
Persistent drop,24,ai_reliability,0.8599999999999999,0.8599999999999999,0.8599999999999999,30
Persistent drop,25,human_interaction_rate,0.5737037037037038,0.5637483927166844,0.5836590146907232,30
Persistent drop,25,ai_use_rate,0.6898148148148148,0.6779529686136153,0.7016766610160142,30
Persistent drop,25,mean_quality,0.5307768199078077,0.5272663639587638,0.5342872758568515,30
Persistent drop,25,mean_knowledge,0.5486366567883875,0.5451499907189024,0.5521233228578726,30
Persistent drop,25,knowledge_rank_corr_with_initial,0.999163609078753,0.9991223288558966,0.9992048893016094,30
Persistent drop,25,mean_ai_trust,0.6247552964140847,0.6241499810532884,0.6253606117748809,30
Persistent drop,25,mean_peer_trust,0.5062940617402395,0.5056559487102987,0.5069321747701803,30
Persistent drop,25,mean_tie_strength,0.5264709055423736,0.5252345453390163,0.527707265745731,30
Persistent drop,25,recent_active_tie_fraction,0.9011338151886368,0.8974444280826596,0.904823202294614,30
Persistent drop,25,mean_unique_peer_partners,9.588518518518518,9.556390379422512,9.620646657614524,30
Persistent drop,25,network_density,0.05602524312021511,0.05598641823556668,0.05606406800486354,30
