shock_condition,replication,seed,final_peer_share,final_ai_share,final_hybrid_share,final_human_interaction_rate,final_ai_use_rate,final_mean_quality,final_success_rate,final_mean_knowledge,final_knowledge_gini,final_knowledge_rank_corr_with_initial,final_performance_gini,final_mean_ai_trust,final_mean_peer_trust,final_mean_tie_strength,final_network_density,final_mean_weighted_degree,final_recent_active_tie_fraction,final_mean_unique_peer_partners,final_mean_peer_marginal,final_mean_ai_availability_probability,initial_edge_count,final_edge_count,edge_retention_ratio,edge_count_ratio,new_edge_ratio,strong_tie_fraction,initial_mean_tie,final_mean_skill,final_skill_gini,runtime_seconds
Temporary drop + recovery,16,20276965,0.3837777777777778,0.3768888888888889,0.23933333333333337,0.6231111111111112,0.6162222222222222,0.5985190121598774,0.46266666666666667,0.6509788006570509,0.07847468266572348,0.9891970198102251,0.09608310290711053,0.6072797379252274,0.5693049955368042,0.43279818177223206,0.056787088764742394,4.399331892331442,0.9215614783991581,10.526666666666667,0.006590034851963127,0.9274850808764064,900,915,1.0,1.0166666666666666,0.016666666666666666,0.6327868852459017,0.54668790102005,0.6608465457760933,0.07488515828756737,9.892721891403198
Temporary drop + recovery,17,20277974,0.3751111111111111,0.3755555555555555,0.2493333333333333,0.6244444444444445,0.6248888888888888,0.5927842873249742,0.42666666666666664,0.6413443071728352,0.07442278215714954,0.9874238201529205,0.09438395986490469,0.6079803751157057,0.5619094252586365,0.43215343952178953,0.057109869646182504,4.417756772147285,0.9147867157626399,10.680888888888887,0.005014112176505249,0.9342892753709282,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6264929424538545,0.5481071472167969,0.6514552808787732,0.07064635502277472,9.887769937515259
Temporary drop + recovery,18,20278983,0.3844444444444444,0.3646666666666667,0.2508888888888889,0.6353333333333333,0.6155555555555555,0.6023298653065305,0.47311111111111115,0.6533932945254949,0.08493338432823094,0.9891336206187177,0.09818735546919573,0.6064514587573478,0.5690359425544739,0.434967452287674,0.057410304158907514,4.4699081946478945,0.9133308061308063,10.51911111111111,0.0063955542627925355,0.9297719160872142,900,925,1.0,1.0277777777777777,0.027777777777777776,0.6454054054054054,0.5513353943824768,0.6635223383530198,0.08082715050893508,9.776989698410034
Temporary drop + recovery,19,20279992,0.37955555555555553,0.37199999999999994,0.2484444444444444,0.628,0.6204444444444445,0.5955127682202656,0.4444444444444444,0.6456790061293411,0.0843615807504902,0.9893714023711542,0.10064357843128416,0.6048538328305266,0.5628292417526245,0.4353493821620941,0.05687895716945996,4.432415481461419,0.9156207111665627,10.650666666666666,0.007525194009998369,0.9323268015445244,900,917,1.0,1.018888888888889,0.01888888888888889,0.6379498364231189,0.5502431392669678,0.6558646303572504,0.08036189568738772,9.697525024414062
Temporary drop + recovery,20,20281001,0.38111111111111107,0.3813333333333333,0.23755555555555558,0.6186666666666667,0.6188888888888888,0.5952621722527587,0.4402222222222222,0.6496819294879792,0.07600994747261193,0.9884441309439309,0.09562964530070803,0.6069665173694281,0.5645252084732055,0.43558354139328004,0.056916201117318446,4.437662590238784,0.9007158549207283,10.617333333333333,0.005677539199471079,0.9311339496649702,900,919,1.0,1.021111111111111,0.021111111111111112,0.6398258977149075,0.551608681678772,0.659780557827537,0.07223479819879608,9.728888034820557
Temporary drop + recovery,21,20282010,0.3811111111111111,0.3602222222222223,0.25866666666666666,0.6397777777777778,0.6188888888888888,0.6073613640293266,0.48488888888888887,0.6633786855411341,0.08215447908147329,0.9908844023029397,0.09478242949954475,0.6029498337838336,0.5761492586135865,0.43398038506507874,0.05710738671632527,4.436236316945818,0.9182184239142634,10.59911111111111,0.007011838649845833,0.9308193470700854,900,921,1.0,1.0233333333333334,0.023333333333333334,0.6319218241042345,0.5479299426078796,0.6730775308809807,0.07829482735723148,9.733663082122803
Temporary drop + recovery,22,20283019,0.364,0.38133333333333325,0.25466666666666665,0.6186666666666667,0.636,0.6021357931962854,0.4673333333333333,0.6527849132460443,0.08081180003945036,0.9896872374653322,0.09523946154146057,0.6058341312618772,0.5685063052177429,0.4365069365501404,0.05715207945375544,4.4655090819994605,0.9116448579162365,10.647555555555554,0.006493033212332188,0.9319476015947724,900,922,1.0,1.0244444444444445,0.024444444444444446,0.6344902386117137,0.5526276230812073,0.662804950669288,0.07700637143203859,9.84346890449524
Temporary drop + recovery,23,20284028,0.3871111111111112,0.354,0.2588888888888889,0.6459999999999999,0.6128888888888888,0.6055957109255183,0.4737777777777778,0.6623431691199064,0.07569086600381597,0.9903317992837107,0.09333891197879417,0.6039600650489606,0.5743362855911255,0.4271659028530121,0.05758659217877095,4.403114072587755,0.9124441405395645,10.679555555555556,0.00655271286195091,0.9285586889813314,900,931,1.0,1.0344444444444445,0.034444444444444444,0.5757250268528464,0.5413119792938232,0.6720624012196136,0.07205636581766428,10.656852006912231
Temporary drop + recovery,24,20285037,0.38511111111111107,0.3575555555555555,0.25733333333333336,0.6424444444444444,0.6148888888888888,0.603719768753965,0.47577777777777774,0.6555769617221172,0.0745036164845709,0.9894252690065826,0.09406178683372564,0.6059099269016304,0.5715565657615662,0.43388148188591,0.05683178150217257,4.41380344385571,0.9199228291216265,10.603555555555555,0.006134099626725921,0.9280375746452946,900,916,1.0,1.0177777777777777,0.017777777777777778,0.6266375545851528,0.5479711294174194,0.6654044293954716,0.07079170134830504,10.19388747215271
Temporary drop + recovery,25,20286046,0.37822222222222224,0.3742222222222222,0.24755555555555556,0.6257777777777779,0.6217777777777778,0.6023069653207528,0.4624444444444444,0.6561591191491294,0.07540231827467206,0.9884142921072915,0.09637988187643273,0.6059876644641747,0.5697948098182678,0.43178788900375364,0.05723649906890131,4.423705535093943,0.9069967839950286,10.660888888888888,0.0067454764627498335,0.931047943240485,900,925,1.0,1.0277777777777777,0.027777777777777776,0.6248648648648648,0.5469761490821838,0.6661384562375302,0.07183537912009585,11.201598167419434
Temporary drop + recovery,26,20287055,0.3691111111111111,0.3597777777777778,0.2711111111111111,0.6402222222222221,0.6308888888888888,0.604208060568395,0.4706666666666667,0.6576627839261476,0.07746564766317515,0.9887686267122352,0.09452517727158191,0.6072237143666434,0.5707664394378662,0.44164680600166323,0.05662321539416512,4.4762705739339195,0.9210675495140725,10.581333333333331,0.006470939677540512,0.9323141053055416,900,914,1.0,1.0155555555555555,0.015555555555555555,0.6663019693654267,0.5571997165679932,0.6676324293725476,0.07367388112114837,10.738730669021606
Temporary drop + recovery,27,20288064,0.3662222222222223,0.3688888888888889,0.2648888888888889,0.6311111111111112,0.6337777777777778,0.6029444610424363,0.46422222222222215,0.6564149701698697,0.08093433422830294,0.9858831290400891,0.09632228837259635,0.6066999117450564,0.5708417582511902,0.43611067414283755,0.05684667908131596,4.437619851112366,0.9109066270983428,10.616888888888889,0.006973984622386195,0.93403100951728,900,917,1.0,1.018888888888889,0.01888888888888889,0.6466739367502726,0.5504842400550842,0.6664428971570677,0.07698650698715825,11.5922110080719
Temporary drop + recovery,28,20289073,0.3646666666666667,0.3813333333333333,0.254,0.6186666666666667,0.6353333333333333,0.5960587811480653,0.4508888888888889,0.6461464425680477,0.08536862376517272,0.9912646034911932,0.09882134699743851,0.6024432754247404,0.5637403655052186,0.4371490776538849,0.05661080074487897,4.4297125513818525,0.9145288960904696,10.472444444444445,0.005972240672556281,0.9300834938186984,900,913,1.0,1.0144444444444445,0.014444444444444444,0.6473165388828039,0.5519148707389832,0.6562282097270764,0.08121998022916754,11.642098188400269
