factor,level,metric,mean_difference,ci_low,ci_high,n
tie_decay,-20%,final_mean_tie_strength,0.021498280227184294,0.02106159959880737,0.02193496085556122,20
tie_decay,-20%,final_recent_active_tie_fraction,0.0005051255570582225,-0.003372428414261088,0.004382679528377533,20
tie_decay,-20%,final_mean_unique_peer_partners,-0.011999999999999834,-0.05334750505976453,0.02934750505976486,20
tie_decay,-20%,edge_retention_ratio,0.0,0.0,0.0,20
tie_reinforcement_rate,+20%,final_human_interaction_rate,0.0014444444444444205,-0.003772711534576171,0.0066616004234650115,20
tie_reinforcement_rate,+20%,final_ai_use_rate,-0.0010888888888888949,-0.006025181823651067,0.0038474040458732765,20
tie_reinforcement_rate,+20%,final_mean_quality,8.080297839616613e-05,-0.0009067744518922231,0.0010683804086845554,20
tie_reinforcement_rate,+20%,final_mean_knowledge,-1.8726001369484547e-06,-0.00012666298524102864,0.00012291778496713174,20
tie_reinforcement_rate,+20%,final_mean_peer_trust,0.0002911635637283416,3.190714649788491e-05,0.0005504199809587983,20
tie_reinforcement_rate,+20%,final_mean_tie_strength,0.0017453323006629772,0.0014267987338881384,0.002063865867437816,20
tie_reinforcement_rate,+20%,final_recent_active_tie_fraction,0.0006823267343417261,-0.0032607397827097376,0.0046253932513931895,20
tie_reinforcement_rate,+20%,final_mean_unique_peer_partners,-0.021933333333333582,-0.07463314522287148,0.03076647855620431,20
tie_reinforcement_rate,+20%,edge_retention_ratio,0.0,0.0,0.0,20
tie_reinforcement_rate,-20%,final_human_interaction_rate,0.00032222222222217376,-0.005243289219260462,0.005887733663704809,20
tie_reinforcement_rate,-20%,final_ai_use_rate,0.0003444444444444583,-0.003992491680394929,0.004681380569283845,20
tie_reinforcement_rate,-20%,final_mean_quality,-0.00028561626304652866,-0.0012364820738205234,0.0006652495477274662,20
tie_reinforcement_rate,-20%,final_mean_knowledge,2.671160029804609e-06,-0.00012491999887848557,0.0001302623189380948,20
tie_reinforcement_rate,-20%,final_mean_peer_trust,-7.577061653118999e-06,-0.0003240513186283424,0.0003088971953221044,20
tie_reinforcement_rate,-20%,final_mean_tie_strength,-0.0014487525820732123,-0.0017482755556506037,-0.0011492296084958209,20
tie_reinforcement_rate,-20%,final_recent_active_tie_fraction,-0.0007822938419918823,-0.004372572656455751,0.002807984972471986,20
tie_reinforcement_rate,-20%,final_mean_unique_peer_partners,0.01804444444444391,-0.0034797778902016865,0.039568666779089504,20
tie_reinforcement_rate,-20%,edge_retention_ratio,0.0,0.0,0.0,20
trust_learning_rate,+20%,final_human_interaction_rate,0.0024444444444444214,-0.0038363048153646864,0.00872519370425353,20
trust_learning_rate,+20%,final_ai_use_rate,-0.005222222222222228,-0.012620313880965853,0.0021758694365213976,20
trust_learning_rate,+20%,final_mean_quality,-0.0001082378204171397,-0.0011493437183682956,0.0009328680775340161,20
trust_learning_rate,+20%,final_mean_knowledge,0.0002209581176247033,2.136959434449268e-05,0.00042054664090491393,20
trust_learning_rate,+20%,final_mean_peer_trust,0.008128494143486032,0.007629535222285958,0.008627453064686106,20
trust_learning_rate,+20%,final_mean_tie_strength,0.0002807130813598735,-0.00011718559549824572,0.0006786117582179927,20
trust_learning_rate,+20%,final_recent_active_tie_fraction,0.0018045001498404323,-0.0030153581789651943,0.006624358478646059,20
trust_learning_rate,+20%,final_mean_unique_peer_partners,-0.014688888888889995,-0.05827417775284081,0.02889639997506082,20
trust_learning_rate,+20%,edge_retention_ratio,0.0,0.0,0.0,20
trust_learning_rate,-20%,final_human_interaction_rate,-0.0027222222222222426,-0.008285216751570373,0.0028407723071258886,20
trust_learning_rate,-20%,final_ai_use_rate,0.002044444444444471,-0.003347972296559784,0.007436861185448726,20
trust_learning_rate,-20%,final_mean_quality,-0.00020813908564726313,-0.0009956734987193313,0.0005793953274248051,20
trust_learning_rate,-20%,final_mean_knowledge,-3.8751235538719844e-05,-0.0001871636132869316,0.00010966114220949191,20
trust_learning_rate,-20%,final_mean_peer_trust,-0.008879111051559436,-0.00941791740106327,-0.008340304702055601,20
trust_learning_rate,-20%,final_mean_tie_strength,8.282530307769375e-05,-0.00031492486162899754,0.0004805754677843851,20
trust_learning_rate,-20%,final_recent_active_tie_fraction,-0.0013880671654980582,-0.005439499950035637,0.0026633656190395206,20
trust_learning_rate,-20%,final_mean_unique_peer_partners,0.001911111111110575,-0.05666340562582921,0.06048562784805035,20
trust_learning_rate,-20%,edge_retention_ratio,0.0,0.0,0.0,20
